variant,initial_capital,final_equity,net_pnl,return_pct,max_drawdown_pct,max_daily_loss_pct,daily_win_rate,trading_days,signals,entries_filled,entry_win_rate,signal_win_rate,profit_factor,avg_win,avg_loss,payoff_ratio,max_consecutive_losing_signals,max_concurrent_open_signals_seen,max_open_lots_seen,tp3_hits,tp2_hits,tp1_hits,sl_hits,time_exits,trailing_stops,signals_rejected_by_daily_loss,signals_rejected_by_concurrency,signals_rejected_by_risk_budget
ts2k_e2_c1_d5_z6,2000.0,2014.6099999999997,14.609999999999673,0.7304999999999836,-0.706769511323576,0.730499999999989,100.0,1,2,6,33.33333333333333,50.0,2.018828451882856,14.47499999999971,-7.169999999999818,2.018828451882856,1,2,0.02,0,0,0,2,2,0,0,10231,0
