<DATE>	<TIME>	<TIME_MSC>	<BID>	<ASK>	<LAST>	<VOLUME>	<VOLUME_REAL>	<FLAGS>	<SPREAD>
2026.05.12	21:54:30.546	1778622870546	4697.20	4697.48		0	0	134	28
2026.05.12	21:54:30.782	1778622870782	4697.15	4697.43		0	0	134	28
2026.05.12	21:54:30.900	1778622870900	4697.18	4697.46		0	0	134	28
2026.05.12	21:54:31.020	1778622871020	4697.12	4697.40		0	0	134	28
2026.05.12	21:54:31.138	1778622871138	4697.04	4697.32		0	0	134	28
2026.05.12	21:54:31.256	1778622871256	4697.10	4697.38		0	0	134	28
2026.05.12	21:54:31.374	1778622871374	4697.12	4697.40		0	0	134	28
2026.05.12	21:54:31.534	1778622871534	4697.16	4697.41		0	0	134	25
2026.05.12	21:54:31.547	1778622871547	4697.07	4697.35		0	0	134	28
2026.05.12	21:54:31.611	1778622871611	4697.08	4697.36		0	0	134	28
2026.05.12	21:54:31.966	1778622871966	4697.16	4697.44		0	0	134	28
2026.05.12	21:54:32.084	1778622872084	4697.19	4697.47		0	0	134	28
2026.05.12	21:54:32.202	1778622872202	4697.18	4697.46		0	0	134	28
2026.05.12	21:54:32.321	1778622872321	4697.17	4697.45		0	0	134	28
2026.05.12	21:54:32.439	1778622872439	4697.10	4697.38		0	0	134	28
2026.05.12	21:54:32.556	1778622872556	4697.01	4697.29		0	0	134	28
2026.05.12	21:54:32.676	1778622872676	4697.05	4697.33		0	0	134	28
2026.05.12	21:54:32.911	1778622872911	4697.22	4697.50		0	0	134	28
2026.05.12	21:54:33.031	1778622873031	4697.12	4697.40		0	0	134	28
2026.05.12	21:54:33.267	1778622873267	4697.02	4697.30		0	0	134	28
2026.05.12	21:54:33.540	1778622873540	4696.64	4696.97		0	0	134	33
2026.05.12	21:54:33.540	1778622873540	4696.73	4697.05		0	0	134	32
2026.05.12	21:54:33.543	1778622873543	4696.64	4696.96		0	0	4	32
2026.05.12	21:54:33.546	1778622873546	4696.63	4696.94		0	0	134	31
2026.05.12	21:54:33.547	1778622873547	4696.63	4696.93		0	0	4	30
2026.05.12	21:54:33.594	1778622873594	4696.70	4696.98		0	0	134	28
2026.05.12	21:54:33.598	1778622873598	4696.75	4697.03		0	0	134	28
2026.05.12	21:54:33.622	1778622873622	4696.82	4697.10		0	0	134	28
2026.05.12	21:54:33.741	1778622873741	4696.83	4697.11		0	0	134	28
2026.05.12	21:54:33.827	1778622873827	4696.69	4696.97		0	0	134	28
2026.05.12	21:54:33.828	1778622873828	4696.68	4696.96		0	0	134	28
2026.05.12	21:54:33.976	1778622873976	4696.85	4697.13		0	0	134	28
2026.05.12	21:54:34.091	1778622874091	4696.74	4697.02		0	0	134	28
2026.05.12	21:54:34.094	1778622874094	4696.68	4696.96		0	0	134	28
2026.05.12	21:54:34.213	1778622874213	4696.71	4696.99		0	0	134	28
2026.05.12	21:54:34.686	1778622874686	4696.78	4697.06		0	0	134	28
2026.05.12	21:54:34.923	1778622874923	4696.86	4697.14		0	0	134	28
2026.05.12	21:54:35.042	1778622875042	4696.83	4697.11		0	0	134	28
2026.05.12	21:54:35.161	1778622875161	4696.84	4697.12		0	0	134	28
2026.05.12	21:54:35.396	1778622875396	4696.83	4697.11		0	0	134	28
2026.05.12	21:54:35.633	1778622875633	4696.87	4697.15		0	0	134	28
2026.05.12	21:54:35.752	1778622875752	4696.90	4697.18		0	0	134	28
2026.05.12	21:54:35.989	1778622875989	4696.95	4697.23		0	0	134	28
2026.05.12	21:54:36.108	1778622876108	4697.00	4697.28		0	0	134	28
2026.05.12	21:54:36.347	1778622876347	4697.10	4697.37		0	0	134	27
2026.05.12	21:54:36.464	1778622876464	4697.07	4697.35		0	0	134	28
2026.05.12	21:54:36.935	1778622876935	4697.11	4697.38		0	0	134	27
2026.05.12	21:54:37.171	1778622877171	4697.08	4697.36		0	0	134	28
2026.05.12	21:54:37.289	1778622877289	4697.12	4697.37		0	0	134	25
2026.05.12	21:54:37.407	1778622877407	4697.03	4697.31		0	0	134	28
2026.05.12	21:54:37.527	1778622877527	4697.07	4697.35		0	0	134	28
2026.05.12	21:54:37.765	1778622877765	4697.06	4697.34		0	0	134	28
2026.05.12	21:54:37.882	1778622877882	4697.07	4697.35		0	0	134	28
2026.05.12	21:54:37.990	1778622877990	4697.25	4697.53		0	0	134	28
2026.05.12	21:54:38.001	1778622878001	4697.32	4697.58		0	0	134	26
2026.05.12	21:54:38.042	1778622878042	4697.29	4697.57		0	0	134	28
2026.05.12	21:54:38.120	1778622878120	4697.23	4697.51		0	0	134	28
2026.05.12	21:54:38.237	1778622878237	4697.18	4697.46		0	0	134	28
2026.05.12	21:54:38.472	1778622878472	4697.15	4697.43		0	0	134	28
2026.05.12	21:54:38.592	1778622878592	4697.12	4697.40		0	0	134	28
2026.05.12	21:54:38.709	1778622878709	4697.14	4697.42		0	0	134	28
2026.05.12	21:54:38.945	1778622878945	4697.15	4697.43		0	0	134	28
2026.05.12	21:54:39.300	1778622879300	4697.11	4697.39		0	0	134	28
2026.05.12	21:54:39.892	1778622879892	4697.12	4697.40		0	0	134	28
2026.05.12	21:54:40.355	1778622880355	4696.92	4697.20		0	0	134	28
2026.05.12	21:54:40.366	1778622880366	4696.84	4697.12		0	0	134	28
2026.05.12	21:54:40.483	1778622880483	4696.89	4697.17		0	0	134	28
2026.05.12	21:54:40.601	1778622880601	4696.90	4697.18		0	0	134	28
2026.05.12	21:54:40.839	1778622880839	4696.92	4697.20		0	0	134	28
2026.05.12	21:54:41.075	1778622881075	4696.94	4697.21		0	0	134	27
2026.05.12	21:54:41.313	1778622881313	4696.96	4697.24		0	0	134	28
2026.05.12	21:54:41.431	1778622881431	4696.93	4697.21		0	0	134	28
2026.05.12	21:54:41.784	1778622881784	4696.92	4697.20		0	0	134	28
2026.05.12	21:54:42.140	1778622882140	4696.99	4697.27		0	0	134	28
2026.05.12	21:54:42.258	1778622882258	4697.02	4697.30		0	0	134	28
2026.05.12	21:54:42.494	1778622882494	4696.96	4697.23		0	0	134	27
2026.05.12	21:54:42.613	1778622882613	4696.99	4697.27		0	0	134	28
2026.05.12	21:54:42.967	1778622882967	4696.98	4697.26		0	0	134	28
2026.05.12	21:54:43.086	1778622883086	4697.00	4697.28		0	0	134	28
2026.05.12	21:54:43.323	1778622883323	4697.07	4697.35		0	0	134	28
2026.05.12	21:54:43.795	1778622883795	4697.08	4697.36		0	0	134	28
2026.05.12	21:54:44.034	1778622884034	4697.01	4697.29		0	0	134	28
2026.05.12	21:54:44.151	1778622884151	4697.08	4697.34		0	0	134	26
2026.05.12	21:54:44.225	1778622884225	4697.05	4697.33		0	0	134	28
2026.05.12	21:54:44.231	1778622884231	4697.03	4697.31		0	0	134	28
2026.05.12	21:54:44.231	1778622884231	4697.04	4697.32		0	0	134	28
2026.05.12	21:54:44.243	1778622884243	4697.22	4697.50		0	0	134	28
2026.05.12	21:54:44.252	1778622884252	4697.10	4697.38		0	0	134	28
2026.05.12	21:54:44.270	1778622884270	4696.98	4697.26		0	0	134	28
2026.05.12	21:54:44.387	1778622884387	4696.99	4697.27		0	0	134	28
2026.05.12	21:54:44.623	1778622884623	4697.01	4697.29		0	0	134	28
2026.05.12	21:54:45.334	1778622885334	4697.07	4697.35		0	0	134	28
2026.05.12	21:54:45.454	1778622885454	4697.08	4697.36		0	0	134	28
2026.05.12	21:54:45.573	1778622885573	4697.09	4697.37		0	0	134	28
2026.05.12	21:54:46.162	1778622886162	4697.06	4697.34		0	0	134	28
2026.05.12	21:54:46.636	1778622886636	4697.00	4697.28		0	0	134	28
2026.05.12	21:54:46.754	1778622886754	4697.07	4697.35		0	0	134	28
2026.05.12	21:54:46.871	1778622886871	4697.10	4697.38		0	0	134	28
2026.05.12	21:54:46.989	1778622886989	4697.12	4697.40		0	0	134	28
2026.05.12	21:54:47.107	1778622887107	4697.25	4697.53		0	0	134	28
2026.05.12	21:54:47.229	1778622887229	4697.19	4697.47		0	0	134	28
2026.05.12	21:54:47.464	1778622887464	4697.23	4697.51		0	0	134	28
2026.05.12	21:54:47.818	1778622887818	4697.29	4697.55		0	0	134	26
2026.05.12	21:54:47.937	1778622887937	4697.29	4697.57		0	0	4	28
2026.05.12	21:54:48.173	1778622888173	4697.28	4697.56		0	0	134	28
2026.05.12	21:54:48.527	1778622888527	4697.15	4697.43		0	0	134	28
2026.05.12	21:54:48.646	1778622888646	4697.14	4697.42		0	0	134	28
2026.05.12	21:54:48.882	1778622888882	4697.15	4697.43		0	0	134	28
2026.05.12	21:54:49.001	1778622889001	4697.18	4697.46		0	0	134	28
2026.05.12	21:54:49.237	1778622889237	4697.31	4697.59		0	0	134	28
2026.05.12	21:54:49.947	1778622889947	4697.30	4697.58		0	0	134	28
2026.05.12	21:54:50.305	1778622890305	4697.32	4697.60		0	0	134	28
2026.05.12	21:54:50.659	1778622890659	4697.30	4697.58		0	0	134	28
2026.05.12	21:54:51.271	1778622891271	4697.03	4697.31		0	0	134	28
2026.05.12	21:54:51.317	1778622891317	4697.00	4697.27		0	0	134	27
2026.05.12	21:54:51.318	1778622891318	4696.99	4697.27		0	0	130	28
2026.05.12	21:54:51.326	1778622891326	4697.00	4697.28		0	0	134	28
2026.05.12	21:54:51.604	1778622891604	4696.99	4697.27		0	0	134	28
2026.05.12	21:54:51.721	1778622891721	4697.00	4697.28		0	0	134	28
2026.05.12	21:54:52.078	1778622892078	4697.01	4697.29		0	0	134	28
2026.05.12	21:54:52.197	1778622892197	4696.88	4697.16		0	0	134	28
2026.05.12	21:54:52.315	1778622892315	4696.88	4697.13		0	0	4	25
2026.05.12	21:54:52.547	1778622892547	4696.89	4697.15		0	0	134	26
2026.05.12	21:54:52.552	1778622892552	4696.86	4697.14		0	0	134	28
2026.05.12	21:54:52.670	1778622892670	4696.85	4697.13		0	0	134	28
2026.05.12	21:54:52.905	1778622892905	4696.88	4697.16		0	0	134	28
2026.05.12	21:54:53.143	1778622893143	4696.86	4697.14		0	0	134	28
2026.05.12	21:54:53.264	1778622893264	4696.89	4697.17		0	0	134	28
2026.05.12	21:54:53.497	1778622893497	4696.85	4697.13		0	0	134	28
2026.05.12	21:54:54.089	1778622894089	4696.92	4697.20		0	0	134	28
2026.05.12	21:54:54.208	1778622894208	4696.94	4697.22		0	0	134	28
2026.05.12	21:54:54.326	1778622894326	4696.91	4697.18		0	0	134	27
2026.05.12	21:54:54.563	1778622894563	4696.87	4697.14		0	0	134	27
2026.05.12	21:54:54.680	1778622894680	4696.91	4697.19		0	0	134	28
2026.05.12	21:54:54.920	1778622894920	4697.00	4697.25		0	0	134	25
2026.05.12	21:54:55.153	1778622895153	4696.94	4697.22		0	0	134	28
2026.05.12	21:54:55.273	1778622895273	4696.96	4697.24		0	0	134	28
2026.05.12	21:54:55.627	1778622895627	4696.95	4697.22		0	0	134	27
2026.05.12	21:54:56.219	1778622896219	4697.03	4697.29		0	0	134	26
2026.05.12	21:54:56.337	1778622896337	4697.04	4697.32		0	0	134	28
2026.05.12	21:54:56.455	1778622896455	4697.02	4697.30		0	0	134	28
2026.05.12	21:54:56.810	1778622896810	4697.04	4697.32		0	0	134	28
2026.05.12	21:54:56.928	1778622896928	4697.06	4697.34		0	0	134	28
2026.05.12	21:54:57.402	1778622897402	4696.91	4697.19		0	0	134	28
2026.05.12	21:54:57.520	1778622897520	4696.76	4697.04		0	0	134	28
2026.05.12	21:54:57.993	1778622897993	4696.74	4697.02		0	0	134	28
2026.05.12	21:54:58.228	1778622898228	4696.83	4697.11		0	0	134	28
2026.05.12	21:54:58.466	1778622898466	4696.84	4697.11		0	0	130	27
2026.05.12	21:54:58.702	1778622898702	4696.85	4697.13		0	0	134	28
2026.05.12	21:54:58.821	1778622898821	4696.88	4697.16		0	0	134	28
2026.05.12	21:54:58.939	1778622898939	4696.91	4697.17		0	0	134	26
2026.05.12	21:54:59.295	1778622899295	4696.96	4697.24		0	0	134	28
2026.05.12	21:54:59.412	1778622899412	4696.97	4697.25		0	0	134	28
2026.05.12	21:54:59.651	1778622899651	4696.96	4697.24		0	0	134	28
2026.05.12	21:54:59.769	1778622899769	4696.97	4697.25		0	0	134	28
2026.05.12	21:55:00.005	1778622900005	4696.96	4697.24		0	0	134	28
2026.05.12	21:55:00.225	1778622900225	4696.83	4697.11		0	0	134	28
2026.05.12	21:55:00.225	1778622900225	4696.85	4697.12		0	0	134	27
2026.05.12	21:55:00.228	1778622900228	4696.73	4697.01		0	0	134	28
2026.05.12	21:55:00.229	1778622900229	4696.65	4696.93		0	0	134	28
2026.05.12	21:55:00.229	1778622900229	4696.68	4696.95		0	0	134	27
2026.05.12	21:55:00.235	1778622900235	4696.64	4696.92		0	0	134	28
2026.05.12	21:55:00.241	1778622900241	4696.62	4696.90		0	0	134	28
2026.05.12	21:55:00.243	1778622900243	4696.70	4696.98		0	0	134	28
2026.05.12	21:55:00.360	1778622900360	4696.72	4696.98		0	0	130	26
2026.05.12	21:55:00.475	1778622900475	4696.81	4697.09		0	0	134	28
2026.05.12	21:55:00.478	1778622900478	4696.83	4697.11		0	0	134	28
2026.05.12	21:55:00.596	1778622900596	4696.81	4697.09		0	0	134	28
2026.05.12	21:55:00.715	1778622900715	4696.84	4697.12		0	0	134	28
2026.05.12	21:55:00.834	1778622900834	4696.76	4697.04		0	0	134	28
2026.05.12	21:55:00.951	1778622900951	4696.75	4697.03		0	0	134	28
2026.05.12	21:55:01.187	1778622901187	4696.77	4697.05		0	0	134	28
2026.05.12	21:55:01.306	1778622901306	4696.85	4697.13		0	0	134	28
2026.05.12	21:55:01.542	1778622901542	4696.84	4697.12		0	0	134	28
2026.05.12	21:55:01.660	1778622901660	4696.82	4697.10		0	0	134	28
2026.05.12	21:55:01.747	1778622901747	4696.77	4697.05		0	0	134	28
2026.05.12	21:55:01.779	1778622901779	4696.81	4697.09		0	0	134	28
2026.05.12	21:55:02.016	1778622902016	4696.71	4696.99		0	0	134	28
2026.05.12	21:55:02.251	1778622902251	4696.86	4697.13		0	0	134	27
2026.05.12	21:55:02.369	1778622902369	4696.87	4697.15		0	0	134	28
2026.05.12	21:55:02.724	1778622902724	4696.82	4697.09		0	0	134	27
2026.05.12	21:55:02.844	1778622902844	4696.81	4697.09		0	0	130	28
2026.05.12	21:55:03.198	1778622903198	4696.82	4697.10		0	0	134	28
2026.05.12	21:55:03.315	1778622903315	4696.87	4697.15		0	0	134	28
2026.05.12	21:55:03.553	1778622903553	4696.88	4697.16		0	0	134	28
2026.05.12	21:55:03.790	1778622903790	4696.92	4697.20		0	0	134	28
2026.05.12	21:55:03.908	1778622903908	4696.93	4697.21		0	0	134	28
2026.05.12	21:55:04.382	1778622904382	4696.90	4697.18		0	0	134	28
2026.05.12	21:55:04.617	1778622904617	4696.92	4697.20		0	0	134	28
2026.05.12	21:55:04.736	1778622904736	4696.93	4697.21		0	0	134	28
2026.05.12	21:55:04.972	1778622904972	4697.00	4697.28		0	0	134	28
2026.05.12	21:55:05.211	1778622905211	4697.06	4697.34		0	0	134	28
2026.05.12	21:55:05.301	1778622905301	4697.15	4697.43		0	0	134	28
2026.05.12	21:55:05.305	1778622905305	4697.16	4697.44		0	0	134	28
2026.05.12	21:55:05.329	1778622905329	4697.14	4697.42		0	0	134	28
2026.05.12	21:55:05.566	1778622905566	4697.17	4697.45		0	0	134	28
2026.05.12	21:55:05.802	1778622905802	4697.15	4697.43		0	0	134	28
2026.05.12	21:55:05.920	1778622905920	4696.99	4697.27		0	0	134	28
2026.05.12	21:55:06.038	1778622906038	4696.92	4697.20		0	0	134	28
2026.05.12	21:55:06.155	1778622906155	4696.93	4697.21		0	0	134	28
2026.05.12	21:55:06.275	1778622906275	4696.94	4697.21		0	0	130	27
2026.05.12	21:55:06.392	1778622906392	4696.96	4697.24		0	0	134	28
2026.05.12	21:55:06.511	1778622906511	4696.98	4697.24		0	0	130	26
2026.05.12	21:55:07.225	1778622907225	4696.77	4697.05		0	0	134	28
2026.05.12	21:55:07.577	1778622907577	4696.80	4697.08		0	0	134	28
2026.05.12	21:55:07.694	1778622907694	4696.82	4697.10		0	0	134	28
2026.05.12	21:55:07.813	1778622907813	4696.86	4697.14		0	0	134	28
2026.05.12	21:55:08.049	1778622908049	4696.96	4697.24		0	0	134	28
2026.05.12	21:55:08.288	1778622908288	4696.95	4697.23		0	0	134	28
2026.05.12	21:55:08.405	1778622908405	4696.86	4697.14		0	0	134	28
2026.05.12	21:55:08.758	1778622908758	4696.85	4697.13		0	0	134	28
2026.05.12	21:55:08.876	1778622908876	4696.87	4697.15		0	0	134	28
2026.05.12	21:55:08.996	1778622908996	4696.95	4697.23		0	0	134	28
2026.05.12	21:55:09.351	1778622909351	4696.94	4697.22		0	0	134	28
2026.05.12	21:55:09.706	1778622909706	4696.93	4697.21		0	0	134	28
2026.05.12	21:55:10.062	1778622910062	4696.96	4697.24		0	0	134	28
2026.05.12	21:55:10.414	1778622910414	4696.94	4697.22		0	0	134	28
2026.05.12	21:55:10.770	1778622910770	4696.90	4697.18		0	0	134	28
2026.05.12	21:55:11.007	1778622911007	4696.86	4697.14		0	0	134	28
2026.05.12	21:55:11.718	1778622911718	4696.92	4697.20		0	0	134	28
2026.05.12	21:55:12.188	1778622912188	4697.08	4697.36		0	0	134	28
2026.05.12	21:55:12.307	1778622912307	4697.10	4697.38		0	0	134	28
2026.05.12	21:55:12.663	1778622912663	4697.09	4697.37		0	0	134	28
2026.05.12	21:55:12.782	1778622912782	4697.23	4697.51		0	0	134	28
2026.05.12	21:55:13.728	1778622913728	4697.25	4697.53		0	0	134	28
2026.05.12	21:55:13.964	1778622913964	4697.19	4697.47		0	0	134	28
2026.05.12	21:55:14.319	1778622914319	4697.18	4697.46		0	0	134	28
2026.05.12	21:55:14.437	1778622914437	4697.28	4697.54		0	0	134	26
2026.05.12	21:55:14.556	1778622914556	4697.15	4697.43		0	0	134	28
2026.05.12	21:55:14.674	1778622914674	4697.16	4697.44		0	0	134	28
2026.05.12	21:55:15.148	1778622915148	4697.09	4697.37		0	0	134	28
2026.05.12	21:55:15.383	1778622915383	4697.08	4697.36		0	0	134	28
2026.05.12	21:55:15.620	1778622915620	4697.11	4697.39		0	0	134	28
2026.05.12	21:55:15.974	1778622915974	4697.14	4697.42		0	0	134	28
2026.05.12	21:55:16.212	1778622916212	4697.09	4697.37		0	0	134	28
2026.05.12	21:55:16.330	1778622916330	4697.11	4697.39		0	0	134	28
2026.05.12	21:55:16.685	1778622916685	4697.10	4697.38		0	0	134	28
2026.05.12	21:55:16.921	1778622916921	4697.08	4697.36		0	0	134	28
2026.05.12	21:55:17.158	1778622917158	4697.18	4697.46		0	0	134	28
2026.05.12	21:55:17.394	1778622917394	4697.21	4697.49		0	0	134	28
2026.05.12	21:55:17.633	1778622917633	4697.24	4697.52		0	0	134	28
2026.05.12	21:55:17.697	1778622917697	4697.10	4697.38		0	0	134	28
2026.05.12	21:55:17.697	1778622917697	4697.16	4697.44		0	0	134	28
2026.05.12	21:55:17.698	1778622917698	4697.05	4697.33		0	0	134	28
2026.05.12	21:55:17.699	1778622917699	4697.02	4697.30		0	0	134	28
2026.05.12	21:55:17.699	1778622917699	4697.04	4697.31		0	0	134	27
2026.05.12	21:55:17.700	1778622917700	4697.01	4697.29		0	0	134	28
2026.05.12	21:55:17.703	1778622917703	4697.00	4697.28		0	0	134	28
2026.05.12	21:55:17.707	1778622917707	4696.98	4697.26		0	0	134	28
2026.05.12	21:55:17.707	1778622917707	4696.99	4697.27		0	0	134	28
2026.05.12	21:55:17.709	1778622917709	4696.95	4697.23		0	0	134	28
2026.05.12	21:55:17.714	1778622917714	4696.94	4697.22		0	0	134	28
2026.05.12	21:55:17.718	1778622917718	4696.95	4697.23		0	0	134	28
2026.05.12	21:55:17.723	1778622917723	4696.77	4697.05		0	0	134	28
2026.05.12	21:55:17.723	1778622917723	4696.87	4697.15		0	0	134	28
2026.05.12	21:55:17.724	1778622917724	4696.67	4696.95		0	0	134	28
2026.05.12	21:55:17.750	1778622917750	4696.73	4697.01		0	0	134	28
2026.05.12	21:55:17.751	1778622917751	4696.77	4697.03		0	0	134	26
2026.05.12	21:55:17.869	1778622917869	4696.79	4697.07		0	0	134	28
2026.05.12	21:55:17.987	1778622917987	4696.81	4697.09		0	0	134	28
2026.05.12	21:55:18.224	1778622918224	4696.78	4697.06		0	0	134	28
2026.05.12	21:55:18.395	1778622918395	4696.79	4697.07		0	0	134	28
2026.05.12	21:55:18.461	1778622918461	4696.81	4697.08		0	0	134	27
2026.05.12	21:55:18.578	1778622918578	4696.82	4697.10		0	0	134	28
2026.05.12	21:55:18.697	1778622918697	4696.77	4697.05		0	0	134	28
2026.05.12	21:55:18.815	1778622918815	4696.82	4697.10		0	0	134	28
2026.05.12	21:55:18.934	1778622918934	4696.81	4697.09		0	0	134	28
2026.05.12	21:55:19.170	1778622919170	4696.70	4696.98		0	0	134	28
2026.05.12	21:55:19.289	1778622919289	4696.67	4696.95		0	0	134	28
2026.05.12	21:55:19.405	1778622919405	4696.65	4696.93		0	0	134	28
2026.05.12	21:55:19.525	1778622919525	4696.62	4696.90		0	0	134	28
2026.05.12	21:55:19.644	1778622919644	4696.61	4696.88		0	0	134	27
2026.05.12	21:55:19.762	1778622919762	4696.58	4696.86		0	0	134	28
2026.05.12	21:55:20.115	1778622920115	4696.60	4696.86		0	0	130	26
2026.05.12	21:55:20.235	1778622920235	4696.68	4696.96		0	0	134	28
2026.05.12	21:55:20.708	1778622920708	4696.54	4696.82		0	0	134	28
2026.05.12	21:55:20.827	1778622920827	4696.56	4696.84		0	0	134	28
2026.05.12	21:55:21.062	1778622921062	4696.57	4696.85		0	0	134	28
2026.05.12	21:55:21.361	1778622921361	4696.27	4696.60		0	0	134	33
2026.05.12	21:55:21.365	1778622921365	4696.26	4696.61		0	0	134	35
2026.05.12	21:55:21.370	1778622921370	4696.30	4696.62		0	0	134	32
2026.05.12	21:55:21.396	1778622921396	4696.29	4696.61		0	0	134	32
2026.05.12	21:55:21.401	1778622921401	4696.39	4696.67		0	0	134	28
2026.05.12	21:55:21.410	1778622921410	4696.45	4696.73		0	0	134	28
2026.05.12	21:55:21.411	1778622921411	4696.47	4696.75		0	0	134	28
2026.05.12	21:55:21.418	1778622921418	4696.46	4696.74		0	0	134	28
2026.05.12	21:55:21.654	1778622921654	4696.45	4696.73		0	0	134	28
2026.05.12	21:55:21.773	1778622921773	4696.39	4696.66		0	0	134	27
2026.05.12	21:55:22.011	1778622922011	4696.36	4696.64		0	0	134	28
2026.05.12	21:55:22.246	1778622922246	4696.40	4696.68		0	0	134	28
2026.05.12	21:55:22.482	1778622922482	4696.43	4696.71		0	0	134	28
2026.05.12	21:55:22.719	1778622922719	4696.42	4696.70		0	0	134	28
2026.05.12	21:55:22.955	1778622922955	4696.40	4696.68		0	0	134	28
2026.05.12	21:55:23.192	1778622923192	4696.39	4696.67		0	0	134	28
2026.05.12	21:55:23.547	1778622923547	4696.35	4696.63		0	0	134	28
2026.05.12	21:55:24.138	1778622924138	4696.36	4696.64		0	0	134	28
