<DATE>	<TIME>	<TIME_MSC>	<BID>	<ASK>	<LAST>	<VOLUME>	<VOLUME_REAL>	<FLAGS>	<SPREAD>
2026.06.08	01:00:03.188	1780880403188	4325.22	4326.47		0	0	6	125
2026.06.08	01:00:03.209	1780880403209	4325.49	4326.74		0	0	6	125
2026.06.08	01:00:03.228	1780880403228	4325.76	4327.00		0	0	6	124
2026.06.08	01:00:03.238	1780880403238	4326.07	4327.25		0	0	6	118
2026.06.08	01:00:03.251	1780880403251	4326.34	4327.52		0	0	6	118
2026.06.08	01:00:03.577	1780880403577	4326.57	4327.82		0	0	6	125
2026.06.08	01:00:03.588	1780880403588	4326.84	4328.09		0	0	6	125
2026.06.08	01:00:03.599	1780880403599	4327.11	4328.36		0	0	6	125
2026.06.08	01:00:03.610	1780880403610	4327.38	4328.63		0	0	6	125
2026.06.08	01:00:03.619	1780880403619	4327.66	4328.90		0	0	6	124
2026.06.08	01:00:03.660	1780880403660	4327.95	4329.14		0	0	6	119
2026.06.08	01:00:03.671	1780880403671	4328.19	4329.44		0	0	6	125
2026.06.08	01:00:03.691	1780880403691	4328.14	4329.39		0	0	6	125
2026.06.08	01:00:03.751	1780880403751	4328.17	4329.42		0	0	6	125
2026.06.08	01:00:03.773	1780880403773	4328.42	4329.67		0	0	6	125
2026.06.08	01:00:03.785	1780880403785	4328.67	4329.92		0	0	6	125
2026.06.08	01:00:03.893	1780880403893	4328.45	4329.64		0	0	6	119
2026.06.08	01:00:04.257	1780880404257	4328.70	4329.95		0	0	6	125
2026.06.08	01:00:04.277	1780880404277	4328.97	4330.22		0	0	6	125
2026.06.08	01:00:04.288	1780880404288	4329.24	4330.49		0	0	6	125
2026.06.08	01:00:04.307	1780880404307	4329.51	4330.76		0	0	6	125
2026.06.08	01:00:04.341	1780880404341	4329.78	4331.03		0	0	6	125
2026.06.08	01:00:04.360	1780880404360	4330.05	4331.30		0	0	6	125
2026.06.08	01:00:04.372	1780880404372	4330.32	4331.57		0	0	6	125
2026.06.08	01:00:04.390	1780880404390	4330.59	4331.84		0	0	6	125
2026.06.08	01:00:04.442	1780880404442	4330.86	4332.11		0	0	6	125
2026.06.08	01:00:04.450	1780880404450	4331.13	4332.38		0	0	6	125
2026.06.08	01:00:04.502	1780880404502	4331.40	4332.65		0	0	6	125
2026.06.08	01:00:04.532	1780880404532	4331.67	4332.92		0	0	6	125
2026.06.08	01:00:04.542	1780880404542	4331.94	4333.19		0	0	6	125
2026.06.08	01:00:04.593	1780880404593	4332.21	4333.46		0	0	6	125
2026.06.08	01:00:04.604	1780880404604	4332.48	4333.73		0	0	6	125
2026.06.08	01:00:04.644	1780880404644	4332.75	4334.00		0	0	6	125
2026.06.08	01:00:04.752	1780880404752	4333.05	4334.24		0	0	6	119
2026.06.08	01:00:04.857	1780880404857	4332.83	4333.99		0	0	6	116
2026.06.08	01:00:05.073	1780880405073	4333.08	4334.26		0	0	6	118
2026.06.08	01:00:05.242	1780880405242	4332.78	4334.03		0	0	6	125
2026.06.08	01:00:05.292	1780880405292	4332.51	4333.76		0	0	6	125
2026.06.08	01:00:05.323	1780880405323	4332.24	4333.49		0	0	6	125
2026.06.08	01:00:05.343	1780880405343	4331.97	4333.22		0	0	6	125
2026.06.08	01:00:05.396	1780880405396	4331.70	4332.95		0	0	6	125
2026.06.08	01:00:05.426	1780880405426	4331.43	4332.68		0	0	6	125
2026.06.08	01:00:05.435	1780880405435	4331.16	4332.41		0	0	6	125
2026.06.08	01:00:05.465	1780880405465	4330.92	4332.11		0	0	6	119
2026.06.08	01:00:05.476	1780880405476	4330.65	4331.84		0	0	6	119
2026.06.08	01:00:05.485	1780880405485	4330.38	4331.57		0	0	6	119
2026.06.08	01:00:05.495	1780880405495	4330.08	4331.33		0	0	6	125
2026.06.08	01:00:05.554	1780880405554	4329.81	4331.06		0	0	6	125
2026.06.08	01:00:05.595	1780880405595	4329.57	4330.76		0	0	6	119
2026.06.08	01:00:05.625	1780880405625	4329.44	4330.69		0	0	6	125
2026.06.08	01:00:05.635	1780880405635	4329.71	4330.96		0	0	6	125
2026.06.08	01:00:05.674	1780880405674	4329.47	4330.66		0	0	6	119
2026.06.08	01:00:05.704	1780880405704	4329.29	4330.48		0	0	6	119
2026.06.08	01:00:05.716	1780880405716	4329.51	4330.70		0	0	6	119
2026.06.08	01:00:05.725	1780880405725	4329.78	4330.97		0	0	6	119
2026.06.08	01:00:05.735	1780880405735	4329.51	4330.70		0	0	6	119
2026.06.08	01:00:05.764	1780880405764	4329.24	4330.43		0	0	6	119
2026.06.08	01:00:05.795	1780880405795	4329.05	4330.24		0	0	6	119
2026.06.08	01:00:05.806	1780880405806	4328.81	4330.00		0	0	6	119
2026.06.08	01:00:05.834	1780880405834	4329.05	4330.30		0	0	6	125
2026.06.08	01:00:05.861	1780880405861	4328.99	4330.18		0	0	6	119
2026.06.08	01:00:05.872	1780880405872	4328.72	4329.91		0	0	6	119
2026.06.08	01:00:05.902	1780880405902	4328.76	4329.95		0	0	6	119
2026.06.08	01:00:05.926	1780880405926	4328.88	4330.07		0	0	6	119
2026.06.08	01:00:06.034	1780880406034	4328.71	4329.90		0	0	6	119
2026.06.08	01:00:06.247	1780880406247	4328.98	4330.17		0	0	6	119
2026.06.08	01:00:06.461	1780880406461	4329.25	4330.44		0	0	6	119
2026.06.08	01:00:06.570	1780880406570	4329.52	4330.71		0	0	6	119
2026.06.08	01:00:06.889	1780880406889	4329.79	4330.98		0	0	6	119
2026.06.08	01:00:06.995	1780880406995	4330.06	4331.25		0	0	6	119
2026.06.08	01:00:07.106	1780880407106	4330.33	4331.52		0	0	6	119
2026.06.08	01:00:07.319	1780880407319	4330.60	4331.79		0	0	6	119
2026.06.08	01:00:07.426	1780880407426	4330.87	4332.06		0	0	6	119
2026.06.08	01:00:07.531	1780880407531	4330.92	4332.09		0	0	6	117
2026.06.08	01:00:07.945	1780880407945	4331.19	4332.38		0	0	6	119
2026.06.08	01:00:07.965	1780880407965	4331.46	4332.65		0	0	6	119
2026.06.08	01:00:07.993	1780880407993	4331.73	4332.92		0	0	6	119
2026.06.08	01:00:08.013	1780880408013	4332.00	4333.19		0	0	6	119
2026.06.08	01:00:08.044	1780880408044	4332.16	4333.35		0	0	6	119
2026.06.08	01:00:08.088	1780880408088	4332.22	4333.41		0	0	6	119
2026.06.08	01:00:08.113	1780880408113	4332.25	4333.44		0	0	6	119
2026.06.08	01:00:08.146	1780880408146	4332.17	4333.36		0	0	6	119
2026.06.08	01:00:08.156	1780880408156	4332.02	4333.21		0	0	6	119
2026.06.08	01:00:08.185	1780880408185	4331.93	4333.12		0	0	6	119
2026.06.08	01:00:08.215	1780880408215	4331.87	4333.06		0	0	6	119
2026.06.08	01:00:08.264	1780880408264	4331.86	4333.05		0	0	6	119
2026.06.08	01:00:08.276	1780880408276	4331.89	4333.08		0	0	6	119
2026.06.08	01:00:08.295	1780880408295	4331.79	4333.04		0	0	6	125
2026.06.08	01:00:08.356	1780880408356	4331.98	4333.17		0	0	6	119
2026.06.08	01:00:08.376	1780880408376	4332.07	4333.26		0	0	6	119
2026.06.08	01:00:08.388	1780880408388	4331.99	4333.18		0	0	6	119
2026.06.08	01:00:08.406	1780880408406	4331.93	4333.12		0	0	6	119
2026.06.08	01:00:08.426	1780880408426	4331.90	4333.09		0	0	6	119
2026.06.08	01:00:08.445	1780880408445	4332.04	4333.23		0	0	6	119
2026.06.08	01:00:08.457	1780880408457	4331.92	4333.11		0	0	6	119
2026.06.08	01:00:08.467	1780880408467	4331.87	4333.06		0	0	6	119
2026.06.08	01:00:08.476	1780880408476	4331.96	4333.15		0	0	6	119
2026.06.08	01:00:08.488	1780880408488	4332.15	4333.34		0	0	6	119
2026.06.08	01:00:08.497	1780880408497	4332.28	4333.47		0	0	6	119
2026.06.08	01:00:08.523	1780880408523	4332.23	4333.42		0	0	6	119
2026.06.08	01:00:08.564	1780880408564	4332.33	4333.52		0	0	6	119
2026.06.08	01:00:08.585	1780880408585	4332.31	4333.50		0	0	6	119
2026.06.08	01:00:08.692	1780880408692	4332.58	4333.77		0	0	6	119
2026.06.08	01:00:08.704	1780880408704	4332.73	4333.92		0	0	6	119
2026.06.08	01:00:08.722	1780880408722	4332.64	4333.83		0	0	6	119
2026.06.08	01:00:08.763	1780880408763	4332.76	4333.95		0	0	6	119
2026.06.08	01:00:08.924	1780880408924	4333.00	4334.25		0	0	6	125
2026.06.08	01:00:08.954	1780880408954	4332.86	4334.05		0	0	6	119
2026.06.08	01:00:09.244	1780880409244	4332.61	4333.76		0	0	6	115
2026.06.08	01:00:09.352	1780880409352	4332.54	4333.69		0	0	6	115
2026.06.08	01:00:09.459	1780880409459	4332.59	4333.78		0	0	6	119
2026.06.08	01:00:09.566	1780880409566	4332.85	4334.06		0	0	6	121
2026.06.08	01:00:09.672	1780880409672	4333.13	4334.32		0	0	6	119
2026.06.08	01:00:09.776	1780880409776	4333.38	4334.62		0	0	6	124
2026.06.08	01:00:09.886	1780880409886	4333.65	4334.88		0	0	6	123
2026.06.08	01:00:09.993	1780880409993	4333.91	4335.16		0	0	6	125
2026.06.08	01:00:10.100	1780880410100	4333.84	4335.02		0	0	6	118
2026.06.08	01:00:10.210	1780880410210	4333.76	4334.93		0	0	6	117
2026.06.08	01:00:10.527	1780880410527	4333.99	4335.24		0	0	6	125
2026.06.08	01:00:10.636	1780880410636	4334.09	4335.34		0	0	6	125
2026.06.08	01:00:10.954	1780880410954	4334.26	4335.50		0	0	6	124
2026.06.08	01:00:11.062	1780880411062	4334.17	4335.41		0	0	6	124
2026.06.08	01:00:11.249	1780880411249	4333.89	4335.14		0	0	6	125
2026.06.08	01:00:11.258	1780880411258	4333.62	4334.87		0	0	6	125
2026.06.08	01:00:11.294	1780880411294	4333.38	4334.57		0	0	6	119
2026.06.08	01:00:11.314	1780880411314	4333.11	4334.30		0	0	6	119
2026.06.08	01:00:11.350	1780880411350	4332.81	4334.06		0	0	6	125
2026.06.08	01:00:11.383	1780880411383	4333.08	4334.33		0	0	6	125
2026.06.08	01:00:11.491	1780880411491	4333.38	4334.56		0	0	6	118
2026.06.08	01:00:11.597	1780880411597	4333.67	4334.82		0	0	6	115
2026.06.08	01:00:11.703	1780880411703	4333.92	4335.07		0	0	6	115
2026.06.08	01:00:11.917	1780880411917	4334.14	4335.38		0	0	6	124
2026.06.08	01:00:12.131	1780880412131	4334.12	4335.29		0	0	6	117
2026.06.08	01:00:12.240	1780880412240	4333.89	4335.04		0	0	6	115
2026.06.08	01:00:12.345	1780880412345	4333.87	4335.02		0	0	6	115
2026.06.08	01:00:12.451	1780880412451	4333.89	4335.05		0	0	6	116
2026.06.08	01:00:12.560	1780880412560	4334.00	4335.15		0	0	6	115
2026.06.08	01:00:12.666	1780880412666	4334.06	4335.22		0	0	6	116
2026.06.08	01:00:12.883	1780880412883	4333.78	4334.95		0	0	6	117
2026.06.08	01:00:12.986	1780880412986	4333.52	4334.68		0	0	6	116
2026.06.08	01:00:13.094	1780880413094	4333.25	4334.41		0	0	6	116
2026.06.08	01:00:13.310	1780880413310	4332.98	4334.14		0	0	6	116
2026.06.08	01:00:13.521	1780880413521	4332.89	4334.05		0	0	6	116
2026.06.08	01:00:13.630	1780880413630	4332.91	4334.07		0	0	6	116
2026.06.08	01:00:13.737	1780880413737	4332.86	4334.02		0	0	6	116
2026.06.08	01:00:14.056	1780880414056	4332.87	4334.03		0	0	6	116
2026.06.08	01:00:14.379	1780880414379	4332.82	4333.97		0	0	6	115
2026.06.08	01:00:15.019	1780880415019	4332.89	4334.05		0	0	6	116
2026.06.08	01:00:15.126	1780880415126	4332.78	4333.93		0	0	6	115
2026.06.08	01:00:15.448	1780880415448	4332.79	4333.95		0	0	6	116
2026.06.08	01:00:15.554	1780880415554	4332.74	4333.89		0	0	6	115
2026.06.08	01:00:15.663	1780880415663	4332.80	4333.95		0	0	6	115
2026.06.08	01:00:15.769	1780880415769	4332.73	4333.92		0	0	6	119
2026.06.08	01:00:15.874	1780880415874	4332.47	4333.64		0	0	6	117
2026.06.08	01:00:15.982	1780880415982	4332.36	4333.54		0	0	6	118
2026.06.08	01:00:16.088	1780880416088	4332.32	4333.50		0	0	6	118
2026.06.08	01:00:16.197	1780880416197	4332.41	4333.58		0	0	6	117
2026.06.08	01:00:16.305	1780880416305	4332.38	4333.55		0	0	6	117
2026.06.08	01:00:16.410	1780880416410	4332.24	4333.41		0	0	6	117
2026.06.08	01:00:16.518	1780880416518	4332.32	4333.49		0	0	6	117
2026.06.08	01:00:16.838	1780880416838	4332.31	4333.48		0	0	6	117
2026.06.08	01:00:16.943	1780880416943	4332.19	4333.37		0	0	6	118
2026.06.08	01:00:17.052	1780880417052	4332.30	4333.47		0	0	6	117
2026.06.08	01:00:17.588	1780880417588	4332.57	4333.76		0	0	6	119
2026.06.08	01:00:17.694	1780880417694	4332.65	4333.90		0	0	6	125
2026.06.08	01:00:17.801	1780880417801	4332.48	4333.73		0	0	6	125
2026.06.08	01:00:17.908	1780880417908	4332.21	4333.46		0	0	6	125
2026.06.08	01:00:18.014	1780880418014	4332.29	4333.54		0	0	6	125
2026.06.08	01:00:18.121	1780880418121	4332.22	4333.47		0	0	6	125
2026.06.08	01:00:18.228	1780880418228	4332.49	4333.74		0	0	6	125
2026.06.08	01:00:18.336	1780880418336	4332.67	4333.86		0	0	6	119
2026.06.08	01:00:18.442	1780880418442	4332.40	4333.59		0	0	6	119
2026.06.08	01:00:18.552	1780880418552	4332.13	4333.32		0	0	6	119
2026.06.08	01:00:18.659	1780880418659	4331.86	4333.04		0	0	6	118
2026.06.08	01:00:18.764	1780880418764	4331.59	4332.77		0	0	6	118
2026.06.08	01:00:18.871	1780880418871	4331.32	4332.51		0	0	6	119
2026.06.08	01:00:18.977	1780880418977	4331.05	4332.23		0	0	6	118
2026.06.08	01:00:19.083	1780880419083	4330.78	4331.96		0	0	6	118
2026.06.08	01:00:19.193	1780880419193	4330.53	4331.71		0	0	6	118
2026.06.08	01:00:19.299	1780880419299	4330.29	4331.47		0	0	6	118
2026.06.08	01:00:19.622	1780880419622	4330.56	4331.74		0	0	6	118
2026.06.08	01:00:19.728	1780880419728	4330.58	4331.75		0	0	6	117
2026.06.08	01:00:19.833	1780880419833	4330.31	4331.49		0	0	6	118
2026.06.08	01:00:19.942	1780880419942	4330.26	4331.44		0	0	6	118
2026.06.08	01:00:20.050	1780880420050	4330.24	4331.41		0	0	6	117
2026.06.08	01:00:20.156	1780880420156	4329.96	4331.14		0	0	6	118
2026.06.08	01:00:20.263	1780880420263	4329.69	4330.87		0	0	6	118
2026.06.08	01:00:20.368	1780880420368	4329.43	4330.59		0	0	6	116
2026.06.08	01:00:20.476	1780880420476	4329.27	4330.42		0	0	6	115
2026.06.08	01:00:20.583	1780880420583	4328.98	4330.17		0	0	6	119
2026.06.08	01:00:20.690	1780880420690	4328.71	4329.90		0	0	6	119
2026.06.08	01:00:20.797	1780880420797	4328.68	4329.87		0	0	6	119
2026.06.08	01:00:20.904	1780880420904	4328.53	4329.72		0	0	6	119
2026.06.08	01:00:21.011	1780880421011	4328.77	4329.96		0	0	6	119
2026.06.08	01:00:21.117	1780880421117	4328.69	4329.88		0	0	6	119
2026.06.08	01:00:21.224	1780880421224	4328.75	4329.94		0	0	6	119
2026.06.08	01:00:21.332	1780880421332	4328.48	4329.67		0	0	6	119
2026.06.08	01:00:21.441	1780880421441	4328.21	4329.40		0	0	6	119
2026.06.08	01:00:21.547	1780880421547	4327.94	4329.13		0	0	6	119
2026.06.08	01:00:21.651	1780880421651	4327.87	4329.06		0	0	6	119
2026.06.08	01:00:21.759	1780880421759	4327.92	4329.11		0	0	6	119
2026.06.08	01:00:21.866	1780880421866	4327.78	4328.97		0	0	6	119
2026.06.08	01:00:21.975	1780880421975	4327.59	4328.78		0	0	6	119
2026.06.08	01:00:22.083	1780880422083	4327.86	4329.05		0	0	6	119
2026.06.08	01:00:22.188	1780880422188	4327.59	4328.78		0	0	6	119
2026.06.08	01:00:22.296	1780880422296	4327.45	4328.64		0	0	6	119
2026.06.08	01:00:22.402	1780880422402	4327.73	4328.91		0	0	6	118
2026.06.08	01:00:22.509	1780880422509	4327.82	4329.00		0	0	6	118
2026.06.08	01:00:22.617	1780880422617	4327.62	4328.81		0	0	6	119
2026.06.08	01:00:22.723	1780880422723	4327.66	4328.85		0	0	6	119
2026.06.08	01:00:22.831	1780880422831	4327.77	4328.95		0	0	6	118
2026.06.08	01:00:22.937	1780880422937	4327.79	4328.97		0	0	6	118
2026.06.08	01:00:23.366	1780880423366	4327.51	4328.70		0	0	6	119
2026.06.08	01:00:23.472	1780880423472	4327.68	4328.86		0	0	6	118
2026.06.08	01:00:23.578	1780880423578	4327.75	4328.93		0	0	6	118
2026.06.08	01:00:23.688	1780880423688	4327.47	4328.66		0	0	6	119
2026.06.08	01:00:23.794	1780880423794	4327.21	4328.39		0	0	6	118
2026.06.08	01:00:23.902	1780880423902	4327.28	4328.46		0	0	6	118
2026.06.08	01:00:24.006	1780880424006	4327.27	4328.45		0	0	6	118
2026.06.08	01:00:24.433	1780880424433	4327.53	4328.72		0	0	6	119
2026.06.08	01:00:24.541	1780880424541	4327.59	4328.78		0	0	6	119
2026.06.08	01:00:24.649	1780880424649	4327.39	4328.56		0	0	6	117
2026.06.08	01:00:24.757	1780880424757	4327.55	4328.70		0	0	6	115
2026.06.08	01:00:24.862	1780880424862	4327.59	4328.74		0	0	6	115
2026.06.08	01:00:24.971	1780880424971	4327.84	4329.03		0	0	6	119
2026.06.08	01:00:25.080	1780880425080	4328.11	4329.29		0	0	6	118
2026.06.08	01:00:25.185	1780880425185	4328.38	4329.57		0	0	6	119
2026.06.08	01:00:25.293	1780880425293	4328.65	4329.83		0	0	6	118
2026.06.08	01:00:25.398	1780880425398	4328.38	4329.57		0	0	6	119
2026.06.08	01:00:25.506	1780880425506	4328.44	4329.61		0	0	6	117
2026.06.08	01:00:25.767	1780880425767	4328.16	4329.35		0	0	6	119
2026.06.08	01:00:25.797	1780880425797	4328.00	4329.19		0	0	6	119
2026.06.08	01:00:25.826	1780880425826	4327.73	4328.92		0	0	6	119
2026.06.08	01:00:25.931	1780880425931	4327.52	4328.71		0	0	6	119
2026.06.08	01:00:26.148	1780880426148	4327.29	4328.48		0	0	6	119
2026.06.08	01:00:26.255	1780880426255	4327.34	4328.53		0	0	6	119
2026.06.08	01:00:26.363	1780880426363	4327.14	4328.33		0	0	6	119
2026.06.08	01:00:26.467	1780880426467	4327.41	4328.60		0	0	6	119
2026.06.08	01:00:26.575	1780880426575	4327.69	4328.87		0	0	6	118
2026.06.08	01:00:26.681	1780880426681	4327.95	4329.14		0	0	6	119
2026.06.08	01:00:26.787	1780880426787	4328.12	4329.31		0	0	6	119
2026.06.08	01:00:26.894	1780880426894	4328.14	4329.33		0	0	6	119
2026.06.08	01:00:27.003	1780880427003	4328.41	4329.60		0	0	6	119
2026.06.08	01:00:27.108	1780880427108	4328.35	4329.54		0	0	6	119
2026.06.08	01:00:27.324	1780880427324	4328.15	4329.34		0	0	6	119
2026.06.08	01:00:27.430	1780880427430	4328.16	4329.35		0	0	6	119
2026.06.08	01:00:27.536	1780880427536	4328.44	4329.62		0	0	6	118
2026.06.08	01:00:27.643	1780880427643	4328.43	4329.61		0	0	6	118
2026.06.08	01:00:27.860	1780880427860	4328.69	4329.88		0	0	6	119
2026.06.08	01:00:27.966	1780880427966	4328.85	4330.04		0	0	6	119
2026.06.08	01:00:28.073	1780880428073	4328.82	4330.01		0	0	6	119
2026.06.08	01:00:28.178	1780880428178	4329.10	4330.28		0	0	6	118
2026.06.08	01:00:28.287	1780880428287	4329.09	4330.26		0	0	6	117
2026.06.08	01:00:28.393	1780880428393	4329.05	4330.22		0	0	6	117
2026.06.08	01:00:28.499	1780880428499	4329.09	4330.26		0	0	6	117
2026.06.08	01:00:28.721	1780880428721	4329.36	4330.54		0	0	6	118
2026.06.08	01:00:28.732	1780880428732	4329.63	4330.81		0	0	6	118
2026.06.08	01:00:28.753	1780880428753	4329.90	4331.08		0	0	6	118
2026.06.08	01:00:28.764	1780880428764	4330.10	4331.28		0	0	6	118
2026.06.08	01:00:28.793	1780880428793	4330.16	4331.34		0	0	6	118
2026.06.08	01:00:28.821	1780880428821	4330.00	4331.19		0	0	6	119
2026.06.08	01:00:29.435	1780880429435	4330.24	4331.49		0	0	6	125
2026.06.08	01:00:29.445	1780880429445	4330.51	4331.76		0	0	6	125
2026.06.08	01:00:29.465	1780880429465	4330.78	4332.03		0	0	6	125
2026.06.08	01:00:29.495	1780880429495	4331.05	4332.30		0	0	6	125
2026.06.08	01:00:29.517	1780880429517	4331.32	4332.57		0	0	6	125
2026.06.08	01:00:29.535	1780880429535	4331.59	4332.84		0	0	6	125
2026.06.08	01:00:29.566	1780880429566	4331.86	4333.11		0	0	6	125
2026.06.08	01:00:29.585	1780880429585	4332.13	4333.38		0	0	6	125
2026.06.08	01:00:29.649	1780880429649	4332.40	4333.65		0	0	6	125
2026.06.08	01:00:29.668	1780880429668	4332.67	4333.92		0	0	6	125
2026.06.08	01:00:29.699	1780880429699	4332.94	4334.19		0	0	6	125
2026.06.08	01:00:29.720	1780880429720	4333.21	4334.46		0	0	6	125
2026.06.08	01:00:29.730	1780880429730	4333.48	4334.73		0	0	6	125
2026.06.08	01:00:29.750	1780880429750	4333.75	4335.00		0	0	6	125
2026.06.08	01:00:29.781	1780880429781	4334.02	4335.27		0	0	6	125
2026.06.08	01:00:29.791	1780880429791	4333.75	4335.00		0	0	6	125
2026.06.08	01:00:29.800	1780880429800	4334.02	4335.27		0	0	6	125
2026.06.08	01:00:29.810	1780880429810	4333.95	4335.20		0	0	6	125
2026.06.08	01:00:29.841	1780880429841	4333.68	4334.93		0	0	6	125
2026.06.08	01:00:29.861	1780880429861	4333.41	4334.66		0	0	6	125
2026.06.08	01:00:29.881	1780880429881	4333.14	4334.39		0	0	6	125
2026.06.08	01:00:29.891	1780880429891	4332.87	4334.12		0	0	6	125
2026.06.08	01:00:29.900	1780880429900	4332.60	4333.85		0	0	6	125
2026.06.08	01:00:29.910	1780880429910	4332.87	4334.12		0	0	6	125
2026.06.08	01:00:29.920	1780880429920	4333.05	4334.30		0	0	6	125
2026.06.08	01:00:29.931	1780880429931	4332.95	4334.20		0	0	6	125
2026.06.08	01:00:29.949	1780880429949	4332.68	4333.93		0	0	6	125
2026.06.08	01:00:29.960	1780880429960	4332.44	4333.63		0	0	6	119
2026.06.08	01:00:29.981	1780880429981	4332.14	4333.39		0	0	6	125
2026.06.08	01:00:30.000	1780880430000	4332.41	4333.66		0	0	6	125
2026.06.08	01:00:30.020	1780880430020	4332.14	4333.39		0	0	6	125
2026.06.08	01:00:30.040	1780880430040	4332.41	4333.66		0	0	6	125
2026.06.08	01:00:30.050	1780880430050	4332.15	4333.40		0	0	6	125
2026.06.08	01:00:30.061	1780880430061	4332.42	4333.67		0	0	6	125
2026.06.08	01:00:30.114	1780880430114	4332.69	4333.94		0	0	6	125
2026.06.08	01:00:30.132	1780880430132	4332.96	4334.21		0	0	6	125
2026.06.08	01:00:30.162	1780880430162	4332.69	4333.94		0	0	6	125
2026.06.08	01:00:30.173	1780880430173	4332.42	4333.67		0	0	6	125
2026.06.08	01:00:30.204	1780880430204	4332.72	4333.91		0	0	6	119
2026.06.08	01:00:30.214	1780880430214	4332.99	4334.18		0	0	6	119
2026.06.08	01:00:30.545	1780880430545	4333.20	4334.45		0	0	6	125
2026.06.08	01:00:30.575	1780880430575	4333.05	4334.30		0	0	6	125
2026.06.08	01:00:30.635	1780880430635	4333.04	4334.29		0	0	6	125
2026.06.08	01:00:30.646	1780880430646	4333.12	4334.37		0	0	6	125
2026.06.08	01:00:30.686	1780880430686	4332.96	4334.21		0	0	6	125
2026.06.08	01:00:30.724	1780880430724	4332.69	4333.94		0	0	6	125
2026.06.08	01:00:30.816	1780880430816	4332.85	4334.10		0	0	6	125
2026.06.08	01:00:30.847	1780880430847	4332.86	4334.11		0	0	6	125
2026.06.08	01:00:30.858	1780880430858	4333.04	4334.29		0	0	6	125
2026.06.08	01:00:30.918	1780880430918	4332.77	4334.02		0	0	6	125
2026.06.08	01:00:30.957	1780880430957	4332.72	4333.97		0	0	6	125
2026.06.08	01:00:30.998	1780880430998	4333.02	4334.21		0	0	6	119
2026.06.08	01:00:31.041	1780880431041	4333.29	4334.48		0	0	6	119
2026.06.08	01:00:31.058	1780880431058	4333.48	4334.67		0	0	6	119
2026.06.08	01:00:31.069	1780880431069	4333.75	4334.94		0	0	6	119
2026.06.08	01:00:31.177	1780880431177	4333.48	4334.67		0	0	6	119
2026.06.08	01:00:31.285	1780880431285	4333.28	4334.47		0	0	6	119
2026.06.08	01:00:31.391	1780880431391	4333.16	4334.35		0	0	6	119
2026.06.08	01:00:31.497	1780880431497	4332.89	4334.08		0	0	6	119
2026.06.08	01:00:31.709	1780880431709	4333.16	4334.35		0	0	6	119
2026.06.08	01:00:31.817	1780880431817	4333.43	4334.62		0	0	6	119
2026.06.08	01:00:32.137	1780880432137	4333.62	4334.81		0	0	6	119
2026.06.08	01:00:32.243	1780880432243	4333.82	4335.01		0	0	6	119
2026.06.08	01:00:32.352	1780880432352	4333.75	4334.94		0	0	6	119
2026.06.08	01:00:32.459	1780880432459	4333.48	4334.67		0	0	6	119
2026.06.08	01:00:32.566	1780880432566	4333.52	4334.71		0	0	6	119
2026.06.08	01:00:32.673	1780880432673	4333.48	4334.67		0	0	6	119
2026.06.08	01:00:32.779	1780880432779	4333.20	4334.39		0	0	6	119
2026.06.08	01:00:32.887	1780880432887	4333.46	4334.65		0	0	6	119
