<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.03.02	01:00:00	5377.98	5379.43	5328.53	5328.53	221.0	0.0	115
2026.03.02	01:01:00	5328.24	5328.24	5305.28	5319.74	356.0	0.0	116
2026.03.02	01:02:00	5319.64	5340.93	5315.16	5338.42	356.0	0.0	113
2026.03.02	01:03:00	5338.16	5357.34	5337.12	5353.19	367.0	0.0	114
2026.03.02	01:04:00	5352.92	5361.07	5352.81	5357.88	259.0	0.0	118
2026.03.02	01:05:00	5357.61	5372.38	5356.53	5366.68	305.0	0.0	113
2026.03.02	01:06:00	5366.95	5370.8	5334.08	5342.41	3390.0	0.0	112
2026.03.02	01:07:00	5342.68	5347.49	5329.94	5341.16	2546.0	0.0	113
2026.03.02	01:08:00	5341.24	5351.29	5338.0	5344.73	2062.0	0.0	112
2026.03.02	01:09:00	5344.75	5359.6	5343.79	5350.78	2696.0	0.0	112
2026.03.02	01:10:00	5350.73	5357.04	5350.18	5351.05	2339.0	0.0	112
2026.03.02	01:11:00	5351.02	5351.56	5341.13	5343.58	1960.0	0.0	112
2026.03.02	01:12:00	5343.52	5355.38	5343.25	5354.11	1565.0	0.0	112
2026.03.02	01:13:00	5353.84	5357.32	5348.9	5355.47	1193.0	0.0	112
2026.03.02	01:14:00	5355.52	5355.63	5341.82	5347.62	1817.0	0.0	112
2026.03.02	01:15:00	5347.62	5352.19	5345.55	5349.67	1878.0	0.0	112
2026.03.02	01:16:00	5349.68	5350.9	5343.33	5349.76	1479.0	0.0	113
2026.03.02	01:17:00	5349.72	5352.33	5348.79	5350.22	1245.0	0.0	113
2026.03.02	01:18:00	5350.34	5357.92	5349.24	5355.02	1607.0	0.0	112
2026.03.02	01:19:00	5355.06	5355.57	5346.6	5346.92	1364.0	0.0	112
2026.03.02	01:20:00	5346.84	5351.79	5343.35	5343.72	1605.0	0.0	113
2026.03.02	01:21:00	5343.75	5352.48	5343.51	5351.2	1264.0	0.0	112
2026.03.02	01:22:00	5351.09	5354.3	5346.46	5352.52	1233.0	0.0	112
2026.03.02	01:23:00	5352.57	5355.74	5349.32	5355.47	2171.0	0.0	113
2026.03.02	01:24:00	5355.29	5355.92	5350.33	5350.78	1658.0	0.0	112
2026.03.02	01:25:00	5350.78	5354.66	5349.3	5354.57	2121.0	0.0	112
2026.03.02	01:26:00	5354.67	5355.82	5351.03	5352.53	1275.0	0.0	113
2026.03.02	01:27:00	5352.35	5355.0	5350.29	5351.69	1081.0	0.0	112
2026.03.02	01:28:00	5351.65	5356.48	5349.98	5356.18	883.0	0.0	112
2026.03.02	01:29:00	5355.92	5356.99	5350.98	5355.15	1198.0	0.0	112
2026.03.02	01:30:00	5355.17	5360.39	5352.56	5358.75	1071.0	0.0	112
2026.03.02	01:31:00	5358.48	5365.54	5356.08	5365.36	1288.0	0.0	112
2026.03.02	01:32:00	5365.12	5370.58	5361.98	5364.74	1787.0	0.0	112
2026.03.02	01:33:00	5364.62	5365.57	5361.23	5365.05	999.0	0.0	112
2026.03.02	01:34:00	5365.06	5368.63	5363.99	5366.85	1107.0	0.0	112
2026.03.02	01:35:00	5367.1	5367.91	5363.1	5363.34	608.0	0.0	112
2026.03.02	01:36:00	5363.36	5368.28	5363.17	5367.7	837.0	0.0	112
2026.03.02	01:37:00	5367.71	5374.91	5367.66	5374.79	1140.0	0.0	112
2026.03.02	01:38:00	5374.71	5380.6	5371.42	5375.94	1816.0	0.0	112
2026.03.02	01:39:00	5375.98	5377.31	5369.11	5376.56	1679.0	0.0	112
2026.03.02	01:40:00	5376.55	5381.18	5374.19	5379.12	1514.0	0.0	112
2026.03.02	01:41:00	5379.22	5388.71	5376.82	5384.05	1409.0	0.0	112
2026.03.02	01:42:00	5384.0	5393.47	5381.28	5384.65	2324.0	0.0	112
2026.03.02	01:43:00	5384.7	5387.58	5377.18	5383.13	1875.0	0.0	112
2026.03.02	01:44:00	5383.12	5384.15	5379.1	5381.9	1609.0	0.0	112
2026.03.02	01:45:00	5381.89	5382.52	5373.27	5377.8	2329.0	0.0	112
