<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.01	01:00:00	2326.32	2326.57	2325.3	2326.07	0.0	0.0	31
2024.07.01	01:01:00	2326.28	2326.78	2325.48	2325.82	0.0	0.0	31
2024.07.01	01:02:00	2325.9	2325.9	2325.04	2325.3	0.0	0.0	31
2024.07.01	01:03:00	2325.3	2325.52	2324.84	2324.94	0.0	0.0	31
2024.07.01	01:04:00	2324.91	2324.91	2322.5	2322.91	0.0	0.0	31
2024.07.01	01:05:00	2322.94	2323.66	2322.71	2323.26	0.0	0.0	31
2024.07.01	01:06:00	2323.28	2324.59	2323.26	2324.45	0.0	0.0	31
2024.07.01	01:07:00	2324.3	2324.86	2324.04	2324.58	0.0	0.0	31
2024.07.01	01:08:00	2324.58	2324.58	2324.3	2324.41	0.0	0.0	31
2024.07.01	01:09:00	2324.34	2325.14	2324.3	2324.91	0.0	0.0	31
2024.07.01	01:10:00	2324.84	2325.07	2324.31	2324.94	0.0	0.0	31
2024.07.01	01:11:00	2324.96	2325.82	2324.96	2325.36	0.0	0.0	31
2024.07.01	01:12:00	2325.36	2325.36	2324.66	2324.74	0.0	0.0	31
2024.07.01	01:13:00	2324.68	2324.84	2324.48	2324.48	0.0	0.0	31
2024.07.01	01:14:00	2324.44	2324.54	2324.28	2324.39	0.0	0.0	31
2024.07.01	01:15:00	2324.52	2324.54	2324.26	2324.54	0.0	0.0	31
2024.07.01	01:16:00	2324.48	2324.74	2324.48	2324.72	0.0	0.0	31
2024.07.01	01:17:00	2324.74	2325.14	2324.74	2325.08	0.0	0.0	31
2024.07.01	01:18:00	2325.08	2325.34	2325.06	2325.28	0.0	0.0	31
2024.07.01	01:19:00	2325.2	2325.2	2324.91	2325.05	0.0	0.0	31
2024.07.01	01:20:00	2324.96	2324.96	2324.96	2324.96	0.0	0.0	31
2024.07.01	01:21:00	2324.91	2325.43	2324.46	2325.43	0.0	0.0	31
2024.07.01	01:22:00	2325.24	2325.4	2325.04	2325.04	0.0	0.0	31
2024.07.01	01:23:00	2325.09	2325.18	2325.09	2325.14	0.0	0.0	31
2024.07.01	01:24:00	2325.14	2325.14	2324.94	2325.09	0.0	0.0	31
2024.07.01	01:25:00	2325.06	2325.06	2325.04	2325.05	0.0	0.0	31
2024.07.01	01:26:00	2325.05	2325.06	2324.91	2325.0	0.0	0.0	31
2024.07.01	01:27:00	2325.0	2325.1	2325.0	2325.04	0.0	0.0	31
2024.07.01	01:28:00	2325.04	2325.04	2324.68	2324.68	0.0	0.0	31
2024.07.01	01:29:00	2324.54	2324.68	2324.4	2324.68	0.0	0.0	31
2024.07.01	01:30:00	2324.59	2324.7	2324.45	2324.5	0.0	0.0	31
2024.07.01	01:31:00	2324.45	2324.48	2324.09	2324.38	0.0	0.0	31
2024.07.01	01:32:00	2324.41	2324.48	2324.2	2324.2	0.0	0.0	31
2024.07.01	01:33:00	2324.24	2324.24	2324.02	2324.02	0.0	0.0	31
2024.07.01	01:34:00	2323.98	2324.02	2323.76	2324.02	0.0	0.0	31
2024.07.01	01:35:00	2324.07	2324.07	2323.84	2323.84	0.0	0.0	31
2024.07.01	01:36:00	2323.82	2323.82	2323.5	2323.64	0.0	0.0	31
2024.07.01	01:37:00	2323.61	2324.34	2323.61	2324.34	0.0	0.0	31
2024.07.01	01:38:00	2324.32	2324.54	2324.3	2324.48	0.0	0.0	31
2024.07.01	01:39:00	2324.48	2324.5	2324.16	2324.26	0.0	0.0	31
2024.07.01	01:40:00	2324.24	2324.26	2324.24	2324.24	0.0	0.0	31
2024.07.01	01:41:00	2324.24	2324.24	2324.24	2324.24	0.0	0.0	31
2024.07.01	01:42:00	2324.24	2324.76	2324.24	2324.76	0.0	0.0	31
2024.07.01	01:43:00	2324.74	2324.76	2324.66	2324.66	0.0	0.0	31
2024.07.01	01:44:00	2324.68	2324.7	2324.66	2324.66	0.0	0.0	31
2024.07.01	01:45:00	2324.64	2324.66	2324.54	2324.54	0.0	0.0	31
2024.07.01	01:46:00	2324.45	2324.45	2324.45	2324.45	0.0	0.0	31
2024.07.01	01:47:00	2324.45	2324.64	2324.45	2324.64	0.0	0.0	31
2024.07.01	01:48:00	2324.64	2324.76	2324.64	2324.76	0.0	0.0	31
2024.07.01	01:49:00	2324.74	2324.76	2324.7	2324.74	0.0	0.0	31
2024.07.01	01:50:00	2324.86	2324.93	2324.84	2324.91	0.0	0.0	31
2024.07.01	01:51:00	2324.72	2324.72	2324.56	2324.61	0.0	0.0	31
2024.07.01	01:52:00	2324.7	2324.7	2324.52	2324.59	0.0	0.0	31
2024.07.01	01:53:00	2324.59	2324.59	2324.54	2324.54	0.0	0.0	31
2024.07.01	01:54:00	2324.54	2324.54	2324.42	2324.48	0.0	0.0	31
2024.07.01	01:55:00	2324.48	2324.54	2324.3	2324.3	0.0	0.0	31
2024.07.01	01:56:00	2324.3	2324.3	2324.04	2324.04	0.0	0.0	31
2024.07.01	01:57:00	2324.08	2324.26	2324.04	2324.24	0.0	0.0	31
2024.07.01	01:58:00	2324.22	2324.38	2324.18	2324.38	0.0	0.0	31
2024.07.01	01:59:00	2324.36	2324.39	2324.28	2324.39	0.0	0.0	31
2024.07.01	02:00:00	2324.39	2324.39	2323.44	2323.47	0.0	0.0	28
2024.07.01	02:01:00	2323.48	2323.48	2323.12	2323.12	0.0	0.0	28
2024.07.01	02:02:00	2323.11	2323.7	2322.98	2323.55	0.0	0.0	28
2024.07.01	02:03:00	2323.55	2323.98	2323.55	2323.86	0.0	0.0	28
2024.07.01	02:04:00	2323.93	2323.95	2323.56	2323.56	0.0	0.0	28
2024.07.01	02:05:00	2323.55	2323.86	2323.55	2323.86	0.0	0.0	28
2024.07.01	02:06:00	2323.84	2324.05	2323.68	2324.02	0.0	0.0	28
2024.07.01	02:07:00	2324.04	2324.04	2323.96	2323.96	0.0	0.0	28
2024.07.01	02:08:00	2323.96	2324.18	2323.96	2324.16	0.0	0.0	28
2024.07.01	02:09:00	2324.16	2324.18	2324.16	2324.16	0.0	0.0	28
2024.07.01	02:10:00	2324.14	2324.64	2324.14	2324.64	0.0	0.0	28
2024.07.01	02:11:00	2324.64	2324.98	2324.64	2324.98	0.0	0.0	28
2024.07.01	02:12:00	2324.98	2325.0	2324.94	2324.94	0.0	0.0	28
2024.07.01	02:13:00	2324.98	2325.26	2324.96	2325.18	0.0	0.0	28
2024.07.01	02:14:00	2325.2	2325.45	2325.18	2325.4	0.0	0.0	28
2024.07.01	02:15:00	2325.4	2325.42	2325.2	2325.34	0.0	0.0	28
2024.07.01	02:16:00	2325.36	2325.46	2325.0	2325.05	0.0	0.0	28
2024.07.01	02:17:00	2325.04	2325.18	2324.96	2325.16	0.0	0.0	28
2024.07.01	02:18:00	2325.16	2325.24	2325.02	2325.02	0.0	0.0	28
2024.07.01	02:19:00	2325.0	2325.2	2324.96	2325.0	0.0	0.0	28
2024.07.01	02:20:00	2324.95	2324.98	2324.86	2324.95	0.0	0.0	28
2024.07.01	02:21:00	2325.0	2325.04	2324.96	2325.02	0.0	0.0	28
2024.07.01	02:22:00	2325.04	2325.14	2324.66	2324.68	0.0	0.0	28
2024.07.01	02:23:00	2324.7	2324.8	2324.7	2324.7	0.0	0.0	28
2024.07.01	02:24:00	2324.74	2325.0	2324.74	2325.0	0.0	0.0	28
2024.07.01	02:25:00	2324.98	2325.11	2324.98	2325.0	0.0	0.0	28
2024.07.01	02:26:00	2324.98	2324.98	2324.84	2324.84	0.0	0.0	28
2024.07.01	02:27:00	2324.84	2325.11	2324.84	2325.02	0.0	0.0	28
2024.07.01	02:28:00	2325.05	2325.05	2324.88	2324.88	0.0	0.0	28
2024.07.01	02:29:00	2324.89	2325.07	2324.89	2325.05	0.0	0.0	28
2024.07.01	02:30:00	2325.05	2325.24	2325.05	2325.1	0.0	0.0	28
2024.07.01	02:31:00	2325.1	2325.2	2324.8	2324.86	0.0	0.0	28
2024.07.01	02:32:00	2324.82	2325.0	2324.72	2325.0	0.0	0.0	28
2024.07.01	02:33:00	2324.98	2325.06	2324.95	2325.06	0.0	0.0	28
2024.07.01	02:34:00	2325.0	2325.06	2324.96	2325.0	0.0	0.0	28
2024.07.01	02:35:00	2325.0	2325.02	2324.91	2325.0	0.0	0.0	28
2024.07.01	02:36:00	2325.0	2325.56	2324.96	2325.54	0.0	0.0	28
