<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.05.01	01:00:00	2286.16	2287.62	2285.94	2287.26	0.0	0.0	28
2024.05.01	01:01:00	2287.36	2287.44	2287.03	2287.44	0.0	0.0	28
2024.05.01	01:02:00	2287.46	2288.96	2287.44	2288.96	0.0	0.0	28
2024.05.01	01:03:00	2288.96	2289.54	2288.96	2289.3	0.0	0.0	28
2024.05.01	01:04:00	2289.3	2289.3	2287.92	2288.14	0.0	0.0	28
2024.05.01	01:05:00	2288.14	2288.64	2287.58	2288.6	0.0	0.0	28
2024.05.01	01:06:00	2288.6	2288.94	2288.46	2288.52	0.0	0.0	28
2024.05.01	01:07:00	2288.54	2288.84	2288.5	2288.84	0.0	0.0	28
2024.05.01	01:08:00	2288.92	2289.14	2288.61	2289.12	0.0	0.0	28
2024.05.01	01:09:00	2289.29	2289.44	2288.68	2289.02	0.0	0.0	28
2024.05.01	01:10:00	2288.77	2289.12	2288.77	2289.06	0.0	0.0	28
2024.05.01	01:11:00	2289.11	2289.12	2288.9	2288.98	0.0	0.0	28
2024.05.01	01:12:00	2288.94	2289.04	2288.52	2288.82	0.0	0.0	28
2024.05.01	01:13:00	2288.79	2288.88	2288.44	2288.88	0.0	0.0	28
2024.05.01	01:14:00	2288.88	2288.88	2288.69	2288.86	0.0	0.0	28
2024.05.01	01:15:00	2288.86	2288.86	2288.46	2288.48	0.0	0.0	28
2024.05.01	01:16:00	2288.55	2289.02	2288.55	2288.88	0.0	0.0	28
2024.05.01	01:17:00	2289.0	2289.08	2288.63	2288.72	0.0	0.0	28
2024.05.01	01:18:00	2288.86	2289.08	2288.77	2288.92	0.0	0.0	28
2024.05.01	01:19:00	2288.92	2289.28	2288.84	2289.23	0.0	0.0	28
2024.05.01	01:20:00	2289.32	2289.76	2289.17	2289.67	0.0	0.0	28
2024.05.01	01:21:00	2289.67	2289.67	2289.27	2289.67	0.0	0.0	28
2024.05.01	01:22:00	2289.62	2289.77	2289.62	2289.77	0.0	0.0	28
2024.05.01	01:23:00	2289.77	2289.9	2289.67	2289.88	0.0	0.0	28
2024.05.01	01:24:00	2289.94	2290.14	2289.66	2289.72	0.0	0.0	28
2024.05.01	01:25:00	2289.84	2290.52	2289.73	2290.52	0.0	0.0	28
2024.05.01	01:26:00	2290.46	2291.29	2290.32	2290.98	0.0	0.0	28
2024.05.01	01:27:00	2291.08	2291.11	2290.05	2290.31	0.0	0.0	28
2024.05.01	01:28:00	2290.17	2291.44	2290.17	2291.4	0.0	0.0	28
2024.05.01	01:29:00	2291.4	2291.54	2290.52	2290.92	0.0	0.0	28
2024.05.01	01:30:00	2290.9	2290.9	2290.4	2290.82	0.0	0.0	28
2024.05.01	01:31:00	2290.81	2291.12	2290.56	2291.11	0.0	0.0	28
2024.05.01	01:32:00	2291.17	2291.31	2290.98	2291.31	0.0	0.0	28
2024.05.01	01:33:00	2291.4	2291.86	2291.4	2291.4	0.0	0.0	28
2024.05.01	01:34:00	2291.42	2291.52	2291.36	2291.46	0.0	0.0	28
2024.05.01	01:35:00	2291.54	2291.55	2291.21	2291.42	0.0	0.0	28
2024.05.01	01:36:00	2291.46	2291.46	2291.09	2291.26	0.0	0.0	28
2024.05.01	01:37:00	2291.36	2291.72	2291.29	2291.72	0.0	0.0	28
2024.05.01	01:38:00	2291.72	2291.79	2291.54	2291.54	0.0	0.0	28
2024.05.01	01:39:00	2291.55	2291.59	2291.52	2291.59	0.0	0.0	28
2024.05.01	01:40:00	2291.6	2291.65	2291.56	2291.64	0.0	0.0	28
2024.05.01	01:41:00	2291.58	2291.58	2291.4	2291.48	0.0	0.0	28
2024.05.01	01:42:00	2291.42	2291.9	2291.42	2291.59	0.0	0.0	28
