<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.05.01	01:00:00	4624.88	4635.08	4623.68	4627.66	0.0	0.0	92
2026.05.01	01:01:00	4627.65	4630.66	4626.12	4628.4	0.0	0.0	48
2026.05.01	01:02:00	4628.38	4628.7	4625.98	4627.44	0.0	0.0	50
2026.05.01	01:03:00	4627.48	4627.48	4625.02	4625.12	0.0	0.0	50
2026.05.01	01:04:00	4625.18	4629.27	4625.1	4628.54	0.0	0.0	39
2026.05.01	01:05:00	4628.56	4630.66	4628.46	4628.54	0.0	0.0	53
2026.05.01	01:06:00	4628.42	4629.2	4627.84	4627.84	0.0	0.0	53
2026.05.01	01:07:00	4627.8	4628.1	4626.16	4628.08	0.0	0.0	27
2026.05.01	01:08:00	4627.7	4629.62	4627.6	4629.52	0.0	0.0	31
2026.05.01	01:09:00	4629.5	4631.7	4629.48	4630.98	0.0	0.0	28
2026.05.01	01:10:00	4631.02	4631.72	4630.02	4630.48	0.0	0.0	31
2026.05.01	01:11:00	4630.4	4630.58	4629.56	4630.44	0.0	0.0	35
2026.05.01	01:12:00	4630.42	4631.58	4630.27	4631.58	0.0	0.0	31
2026.05.01	01:13:00	4631.52	4632.54	4630.88	4630.88	0.0	0.0	26
2026.05.01	01:14:00	4630.92	4631.26	4630.62	4631.1	0.0	0.0	27
2026.05.01	01:15:00	4631.16	4631.18	4628.82	4629.04	0.0	0.0	26
2026.05.01	01:16:00	4629.02	4630.56	4628.94	4630.5	0.0	0.0	26
2026.05.01	01:17:00	4630.46	4630.94	4630.2	4630.7	0.0	0.0	26
2026.05.01	01:18:00	4630.65	4631.27	4629.72	4629.92	0.0	0.0	26
2026.05.01	01:19:00	4629.77	4630.44	4628.52	4630.15	0.0	0.0	27
2026.05.01	01:20:00	4630.16	4630.81	4630.12	4630.81	0.0	0.0	34
2026.05.01	01:21:00	4630.77	4630.78	4629.7	4630.44	0.0	0.0	34
2026.05.01	01:22:00	4630.46	4630.48	4630.1	4630.18	0.0	0.0	34
2026.05.01	01:23:00	4630.12	4630.74	4629.46	4630.74	0.0	0.0	30
2026.05.01	01:24:00	4630.77	4630.77	4630.1	4630.23	0.0	0.0	30
2026.05.01	01:25:00	4630.32	4630.32	4629.46	4629.5	0.0	0.0	34
2026.05.01	01:26:00	4629.5	4629.66	4629.08	4629.2	0.0	0.0	26
2026.05.01	01:27:00	4629.16	4630.38	4629.12	4629.88	0.0	0.0	28
2026.05.01	01:28:00	4629.82	4630.69	4629.76	4630.69	0.0	0.0	30
2026.05.01	01:29:00	4630.66	4631.2	4630.14	4631.08	0.0	0.0	26
2026.05.01	01:30:00	4631.2	4631.81	4630.98	4631.62	0.0	0.0	29
2026.05.01	01:31:00	4631.66	4631.66	4630.22	4631.0	0.0	0.0	31
2026.05.01	01:32:00	4630.98	4631.02	4629.96	4630.0	0.0	0.0	37
2026.05.01	01:33:00	4629.98	4629.98	4628.52	4628.62	0.0	0.0	27
2026.05.01	01:34:00	4628.64	4628.98	4627.86	4627.86	0.0	0.0	27
2026.05.01	01:35:00	4627.84	4629.36	4627.5	4628.4	0.0	0.0	28
2026.05.01	01:36:00	4628.38	4628.65	4626.9	4627.7	0.0	0.0	26
2026.05.01	01:37:00	4627.62	4628.15	4626.73	4627.7	0.0	0.0	28
2026.05.01	01:38:00	4627.65	4629.04	4627.2	4628.7	0.0	0.0	26
2026.05.01	01:39:00	4628.77	4630.48	4628.76	4629.82	0.0	0.0	28
2026.05.01	01:40:00	4629.98	4631.18	4629.98	4631.04	0.0	0.0	32
2026.05.01	01:41:00	4630.84	4631.2	4630.31	4630.84	0.0	0.0	39
2026.05.01	01:42:00	4630.88	4631.23	4630.54	4630.82	0.0	0.0	31
2026.05.01	01:43:00	4630.86	4631.2	4630.7	4631.2	0.0	0.0	27
2026.05.01	01:44:00	4631.15	4632.18	4630.64	4632.18	0.0	0.0	28
2026.05.01	01:45:00	4632.2	4632.2	4631.19	4631.19	0.0	0.0	36
2026.05.01	01:46:00	4631.16	4631.2	4630.62	4630.92	0.0	0.0	34
2026.05.01	01:47:00	4630.85	4630.85	4628.48	4628.52	0.0	0.0	26
2026.05.01	01:48:00	4628.48	4630.23	4628.31	4629.98	0.0	0.0	25
2026.05.01	01:49:00	4630.19	4631.88	4629.98	4631.46	0.0	0.0	28
2026.05.01	01:50:00	4631.4	4631.4	4629.67	4629.81	0.0	0.0	27
2026.05.01	01:51:00	4629.84	4630.54	4628.92	4629.1	0.0	0.0	28
2026.05.01	01:52:00	4629.23	4630.6	4629.2	4630.58	0.0	0.0	28
2026.05.01	01:53:00	4630.56	4630.62	4629.3	4629.52	0.0	0.0	31
2026.05.01	01:54:00	4629.62	4629.62	4629.28	4629.38	0.0	0.0	32
2026.05.01	01:55:00	4629.4	4630.2	4629.38	4629.73	0.0	0.0	29
2026.05.01	01:56:00	4629.81	4630.16	4629.72	4629.92	0.0	0.0	35
2026.05.01	01:57:00	4630.04	4630.12	4629.26	4629.46	0.0	0.0	29
2026.05.01	01:58:00	4629.28	4631.07	4629.22	4630.18	0.0	0.0	28
2026.05.01	01:59:00	4630.18	4631.11	4629.34	4629.86	0.0	0.0	26
2026.05.01	02:00:00	4629.7	4630.15	4629.11	4630.03	0.0	0.0	28
2026.05.01	02:01:00	4630.04	4630.23	4629.5	4629.79	0.0	0.0	26
2026.05.01	02:02:00	4629.79	4629.79	4628.52	4628.92	0.0	0.0	28
2026.05.01	02:03:00	4628.92	4629.02	4627.56	4628.44	0.0	0.0	25
2026.05.01	02:04:00	4628.45	4628.81	4627.82	4628.78	0.0	0.0	28
2026.05.01	02:05:00	4628.82	4630.18	4628.76	4629.54	0.0	0.0	29
2026.05.01	02:06:00	4629.54	4630.58	4629.06	4630.05	0.0	0.0	28
2026.05.01	02:07:00	4630.06	4630.1	4629.5	4629.84	0.0	0.0	35
2026.05.01	02:08:00	4629.9	4630.44	4629.8	4630.0	0.0	0.0	33
2026.05.01	02:09:00	4630.0	4630.22	4628.44	4628.71	0.0	0.0	28
2026.05.01	02:10:00	4628.8	4629.58	4628.7	4628.74	0.0	0.0	28
2026.05.01	02:11:00	4628.84	4630.73	4628.78	4630.62	0.0	0.0	28
2026.05.01	02:12:00	4630.7	4631.12	4630.38	4630.44	0.0	0.0	30
2026.05.01	02:13:00	4630.42	4631.54	4629.98	4629.98	0.0	0.0	27
2026.05.01	02:14:00	4630.12	4630.36	4629.3	4629.96	0.0	0.0	28
2026.05.01	02:15:00	4629.92	4629.92	4629.4	4629.5	0.0	0.0	28
2026.05.01	02:16:00	4629.48	4630.7	4629.35	4630.06	0.0	0.0	26
2026.05.01	02:17:00	4630.08	4630.8	4629.73	4630.8	0.0	0.0	26
2026.05.01	02:18:00	4631.12	4631.12	4628.85	4629.96	0.0	0.0	27
2026.05.01	02:19:00	4629.92	4630.08	4629.62	4629.72	0.0	0.0	30
2026.05.01	02:20:00	4629.76	4629.92	4629.72	4629.92	0.0	0.0	30
2026.05.01	02:21:00	4629.9	4630.58	4629.8	4630.32	0.0	0.0	28
2026.05.01	02:22:00	4630.3	4630.4	4629.82	4629.88	0.0	0.0	26
2026.05.01	02:23:00	4629.92	4630.27	4629.9	4630.23	0.0	0.0	29
2026.05.01	02:24:00	4630.22	4630.4	4629.96	4630.0	0.0	0.0	30
