<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.02	01:00:00	2062.6	2064.52	2062.41	2064.24	0.0	0.0	28
2024.01.02	01:01:00	2063.8	2064.14	2063.44	2064.12	0.0	0.0	28
2024.01.02	01:02:00	2064.14	2064.16	2063.91	2064.0	0.0	0.0	28
2024.01.02	01:03:00	2064.0	2065.53	2063.89	2064.02	0.0	0.0	28
2024.01.02	01:04:00	2063.93	2066.59	2063.93	2065.21	0.0	0.0	28
2024.01.02	01:05:00	2065.18	2065.19	2064.52	2064.52	0.0	0.0	28
2024.01.02	01:06:00	2064.42	2064.42	2063.85	2063.97	0.0	0.0	28
2024.01.02	01:07:00	2063.99	2064.8	2063.98	2064.66	0.0	0.0	28
2024.01.02	01:08:00	2064.67	2064.82	2064.62	2064.66	0.0	0.0	28
2024.01.02	01:09:00	2064.64	2064.7	2064.46	2064.46	0.0	0.0	28
2024.01.02	01:10:00	2064.42	2064.7	2064.4	2064.68	0.0	0.0	28
2024.01.02	01:11:00	2064.68	2065.18	2064.64	2065.04	0.0	0.0	28
2024.01.02	01:12:00	2065.05	2066.34	2065.05	2066.24	0.0	0.0	28
2024.01.02	01:13:00	2066.22	2066.36	2066.16	2066.26	0.0	0.0	28
2024.01.02	01:14:00	2066.26	2066.32	2065.73	2065.73	0.0	0.0	28
2024.01.02	01:15:00	2065.72	2066.07	2065.47	2066.05	0.0	0.0	28
2024.01.02	01:16:00	2066.04	2066.07	2065.57	2065.64	0.0	0.0	28
2024.01.02	01:17:00	2065.56	2065.56	2065.05	2065.46	0.0	0.0	28
2024.01.02	01:18:00	2065.66	2066.02	2065.38	2065.46	0.0	0.0	28
2024.01.02	01:19:00	2065.46	2065.58	2065.3	2065.58	0.0	0.0	28
2024.01.02	01:20:00	2065.58	2065.82	2065.5	2065.5	0.0	0.0	28
2024.01.02	01:21:00	2065.5	2065.66	2065.4	2065.5	0.0	0.0	28
2024.01.02	01:22:00	2065.48	2065.66	2065.42	2065.46	0.0	0.0	28
2024.01.02	01:23:00	2065.5	2065.5	2065.3	2065.5	0.0	0.0	28
2024.01.02	01:24:00	2065.5	2065.7	2065.36	2065.55	0.0	0.0	28
2024.01.02	01:25:00	2065.54	2065.72	2065.48	2065.68	0.0	0.0	28
2024.01.02	01:26:00	2065.7	2065.7	2065.28	2065.36	0.0	0.0	28
2024.01.02	01:27:00	2065.39	2065.39	2065.1	2065.2	0.0	0.0	28
2024.01.02	01:28:00	2065.24	2065.5	2065.16	2065.2	0.0	0.0	28
2024.01.02	01:29:00	2065.3	2065.46	2065.04	2065.07	0.0	0.0	28
2024.01.02	01:30:00	2065.16	2065.34	2065.0	2065.0	0.0	0.0	28
2024.01.02	01:31:00	2065.08	2065.12	2064.84	2064.93	0.0	0.0	28
2024.01.02	01:32:00	2064.93	2065.07	2064.56	2064.62	0.0	0.0	28
2024.01.02	01:33:00	2064.62	2064.7	2064.36	2064.54	0.0	0.0	28
2024.01.02	01:34:00	2064.58	2064.7	2064.16	2064.26	0.0	0.0	28
2024.01.02	01:35:00	2064.28	2064.78	2064.28	2064.59	0.0	0.0	28
2024.01.02	01:36:00	2064.57	2065.18	2064.38	2065.18	0.0	0.0	28
2024.01.02	01:37:00	2065.26	2065.41	2064.84	2064.92	0.0	0.0	28
2024.01.02	01:38:00	2064.91	2065.24	2064.86	2065.11	0.0	0.0	28
2024.01.02	01:39:00	2065.06	2065.32	2064.96	2065.24	0.0	0.0	28
2024.01.02	01:40:00	2065.2	2065.26	2064.8	2065.22	0.0	0.0	28
2024.01.02	01:41:00	2065.2	2065.26	2064.52	2064.52	0.0	0.0	28
2024.01.02	01:42:00	2064.56	2064.76	2064.5	2064.59	0.0	0.0	28
2024.01.02	01:43:00	2064.56	2064.57	2064.48	2064.54	0.0	0.0	28
2024.01.02	01:44:00	2064.5	2064.5	2064.36	2064.46	0.0	0.0	28
2024.01.02	01:45:00	2064.43	2064.44	2064.3	2064.32	0.0	0.0	28
2024.01.02	01:46:00	2064.36	2064.36	2064.04	2064.07	0.0	0.0	28
2024.01.02	01:47:00	2064.11	2064.3	2064.11	2064.22	0.0	0.0	28
2024.01.02	01:48:00	2064.16	2064.16	2063.43	2063.43	0.0	0.0	28
2024.01.02	01:49:00	2063.42	2063.58	2063.1	2063.34	0.0	0.0	28
2024.01.02	01:50:00	2063.34	2064.09	2063.34	2063.92	0.0	0.0	28
2024.01.02	01:51:00	2063.78	2063.95	2063.56	2063.95	0.0	0.0	28
2024.01.02	01:52:00	2063.98	2064.09	2063.66	2063.66	0.0	0.0	28
2024.01.02	01:53:00	2063.72	2063.89	2063.72	2063.88	0.0	0.0	28
2024.01.02	01:54:00	2063.86	2063.9	2063.61	2063.72	0.0	0.0	28
