variant,initial_capital,final_equity,net_pnl,return_pct,max_drawdown_pct,max_daily_loss_pct,daily_win_rate,trading_days,signals,entries_filled,entry_win_rate,signal_win_rate,profit_factor,avg_win,avg_loss,payoff_ratio,max_consecutive_losing_signals,max_concurrent_open_signals_seen,max_open_lots_seen,tp3_hits,tp2_hits,tp1_hits,sl_hits,time_exits,trailing_stops,signals_rejected_by_daily_loss,signals_rejected_by_concurrency,signals_rejected_by_risk_budget
base_8entry_50k,50000.0,239081.9000000039,189081.9000000039,378.16380000000777,-16.33390258628107,-30.064960000000134,64.0,25,1739,10188,38.18217510797016,31.052328924669347,1.41963077301657,164.44036503856054,-71.54511273420115,2.2984150664417373,17,17,26.77,1113,0,0,5579,2898,598,0,0,0
base_8entry_2k,2000.0,16512.700000000958,14512.700000000958,725.6350000000479,-37.2697077588479,-98.04000000000099,64.0,25,1739,10188,38.18217510797016,31.052328924669347,1.263025495496071,17.914838046272532,-8.760879644331412,2.0448674988777005,17,17,1.52,1113,0,0,5579,2898,598,0,0,0
ts2k_e2_c1_d5_z6,2000.0,2395.7200000000003,395.72000000000025,19.786000000000012,-11.525223428613765,-6.393000000000078,54.166666666666664,24,203,296,39.52702702702703,32.51231527093596,1.2337485897231428,17.851709401709353,-9.457709497206677,1.8875298936789964,6,1,0.02,28,0,0,155,95,18,14,1526,0
ts2k_e2_c1_d6_z6,2000.0,2403.52,403.52,20.176,-11.525223428613765,-6.003000000000088,52.0,25,205,298,39.93288590604027,32.6829268292683,1.2383559863668319,17.617226890756257,-9.457709497206677,1.8627371559635537,6,1,0.02,28,0,0,155,97,18,0,1539,0
ts2k_e3_c1_d5_z6,2000.0,2508.4400000000264,508.44000000002643,25.422000000001322,-14.559178168044792,-8.173500000000072,54.166666666666664,24,200,439,39.40774487471526,33.5,1.2027070666799673,17.437514450867088,-9.42951127819542,1.8492490158200654,6,1,0.03,41,0,0,230,143,25,55,1488,0
