cell,strategy,entries,sl_multiplier,trailing_open,trailing_close,max_hold,activation_delay,jan_net,jan_dd,jan_edge,jan_oos,jan_signals,pass_dd40,pass_dd50
tcal_e7_slm16_to05_tc075_mh240_ad1,TC18,7,1.6,0.5,0.75,240,1,4.1639061876817824e+17,46.39,212409.76,12510.91,10140,False,True
tcal_e7_slm17_to07_tc05_mh300_ad2,TC18,7,1.7,0.7,0.5,300,2,3.9433299147690024e+16,59.75,211657.5,12075.98,10140,False,False
tcal_e8_slm18_to07_tc075_mh150_ad2,TC18,8,1.8,0.7,0.75,150,2,624984966452815.8,40.73,211206.21,12918.72,10140,False,True
tcal_e7_slm18_to07_tc075_mh300_ad1,TC18,7,1.8,0.7,0.75,300,1,8822410652000875.0,58.62,211102.28,13222.84,10140,False,False
tcal_e7_slm18_to07_tc05_mh240_ad1,TC18,7,1.8,0.7,0.5,240,1,1.2035838961393688e+16,49.88,211040.66,13931.41,10140,False,True
tcal_e8_slm18_to07_tc05_mh150_ad1,TC18,8,1.8,0.7,0.5,150,1,754353211023856.4,40.14,210954.95,13183.44,10140,False,True
tcal_e8_slm17_to07_tc075_mh90_ad0,TC18,8,1.7,0.7,0.75,90,0,1529030957117866.5,27.64,210909.35,11048.35,10140,True,True
tcal_e7_slm18_to07_tc075_mh240_ad2,TC18,7,1.8,0.7,0.75,240,2,9163149063438546.0,48.98,210404.15,13574.57,10140,False,True
tcal_e8_slm16_to07_tc075_mh90_ad0,TC18,8,1.6,0.7,0.75,90,0,5924873911910247.0,28.69,210381.08,10973.48,10140,True,True
tcal_e8_slm17_to07_tc05_mh150_ad2,TC18,8,1.7,0.7,0.5,150,2,1796831538315260.0,40.51,209152.56,12152.77,10140,False,True
tcal_e7_slm17_to07_tc05_mh300_ad1,TC18,7,1.7,0.7,0.5,300,1,2.9748142161155816e+16,60.5,208460.29,12149.59,10140,False,False
tcal_e7_slm17_to07_tc05_mh240_ad2,TC18,7,1.7,0.7,0.5,240,2,2.9421036149974344e+16,50.46,207833.75,12414.11,10140,False,False
tcal_e7_slm17_to07_tc075_mh300_ad2,TC18,7,1.7,0.7,0.75,300,2,2.1783541479870764e+16,59.83,207804.6,11774.48,10140,False,False
tcal_e8_slm18_to07_tc075_mh150_ad1,TC18,8,1.8,0.7,0.75,150,1,470633231625561.56,40.63,207474.38,12903.94,10140,False,True
tcal_e7_slm18_to07_tc075_mh240_ad1,TC18,7,1.8,0.7,0.75,240,1,6994648387108201.0,50.14,207289.46,13625.41,10140,False,False
tcal_e8_slm16_to07_tc05_mh150_ad2,TC18,8,1.6,0.7,0.5,150,2,5994541461274918.0,40.6,207122.93,12436.29,10140,False,True
tcal_e7_slm16_to07_tc05_mh300_ad2,TC18,7,1.6,0.7,0.5,300,2,1.0661878613575046e+17,59.62,206755.95,12325.57,10140,False,False
tcal_e8_slm17_to07_tc075_mh150_ad2,TC18,8,1.7,0.7,0.75,150,2,1112434542970317.4,40.99,205745.21,11881.52,10140,False,True
tcal_e7_slm18_to05_tc05_mh90_ad0,TC18,7,1.8,0.5,0.5,90,0,8272172805262570.0,27.23,205307.8,11586.14,10140,True,True
tcal_e8_slm17_to07_tc05_mh150_ad1,TC18,8,1.7,0.7,0.5,150,1,1317511230721103.8,40.34,204844.33,12196.93,10140,False,True
tcal_e7_slm16_to07_tc05_mh300_ad1,TC18,7,1.6,0.7,0.5,300,1,8.803988133685549e+16,60.52,204699.69,12304.61,10140,False,False
tcal_e7_slm17_to07_tc075_mh300_ad1,TC18,7,1.7,0.7,0.75,300,1,1.6514804499461714e+16,60.79,204621.42,11846.34,10140,False,False
tcal_e7_slm17_to07_tc05_mh240_ad1,TC18,7,1.7,0.7,0.5,240,1,2.170405700992256e+16,51.5,204370.67,12495.52,10140,False,False
tcal_e7_slm17_to07_tc075_mh240_ad2,TC18,7,1.7,0.7,0.75,240,2,1.6580634168727552e+16,50.71,204180.02,12124.11,10140,False,False
tcal_e7_slm16_to07_tc05_mh240_ad2,TC18,7,1.6,0.7,0.5,240,2,8.625419982227784e+16,50.64,203798.18,12552.07,10140,False,False
tcal_e8_slm16_to07_tc075_mh150_ad2,TC18,8,1.6,0.7,0.75,150,2,3667387804638700.5,41.14,203780.58,12169.04,10140,False,True
tcal_e8_slm16_to07_tc05_mh150_ad1,TC18,8,1.6,0.7,0.5,150,1,4611497221560388.0,41.08,203667.27,12328.21,10140,False,True
tcal_e7_slm18_to05_tc075_mh90_ad0,TC18,7,1.8,0.5,0.75,90,0,5985317210122985.0,27.29,203111.03,11437.14,10140,True,True
tcal_e7_slm16_to07_tc075_mh300_ad2,TC18,7,1.6,0.7,0.75,300,2,5.828041850666738e+16,59.87,203005.55,12029.07,10140,False,False
tcal_e7_slm17_to05_tc05_mh90_ad0,TC18,7,1.7,0.5,0.5,90,0,2.450941696903321e+16,27.4,202331.96,11231.01,10140,True,True
tcal_e7_slm18_to05_tc05_mh150_ad2,TC18,7,1.8,0.5,0.5,150,2,7284984066574064.0,39.48,202038.18,12122.92,10140,True,True
tcal_e8_slm17_to07_tc075_mh150_ad1,TC18,8,1.7,0.7,0.75,150,1,811095691624103.1,40.61,201442.51,11925.93,10140,False,True
tcal_e7_slm16_to07_tc05_mh240_ad1,TC18,7,1.6,0.7,0.5,240,1,7.0128295255363864e+16,51.86,201431.66,12540.7,10140,False,False
tcal_e7_slm16_to07_tc075_mh300_ad1,TC18,7,1.6,0.7,0.75,300,1,4.832965080320362e+16,60.83,200964.82,12007.11,10140,False,False
tcal_e7_slm16_to05_tc05_mh90_ad0,TC18,7,1.6,0.5,0.5,90,0,8.830330146687854e+16,27.39,200954.78,11068.23,10140,True,True
tcal_e7_slm17_to07_tc075_mh240_ad1,TC18,7,1.7,0.7,0.75,240,1,1.219005013955347e+16,52.01,200725.97,12203.77,10140,False,False
tcal_e8_slm16_to07_tc075_mh150_ad1,TC18,8,1.6,0.7,0.75,150,1,2801208338876982.5,41.36,200333.95,12062.46,10140,False,True
tcal_e7_slm16_to07_tc075_mh240_ad2,TC18,7,1.6,0.7,0.75,240,2,4.815379393441192e+16,50.95,200237.2,12267.07,10140,False,False
tcal_e7_slm17_to05_tc075_mh90_ad0,TC18,7,1.7,0.5,0.75,90,0,1.7410405593141812e+16,27.46,200165.19,11083.51,10140,True,True
tcal_e7_slm17_to05_tc05_mh150_ad2,TC18,7,1.7,0.5,0.5,150,2,2.2471520989789868e+16,40.04,199522.62,11703.54,10140,False,True
tcal_e7_slm18_to05_tc075_mh150_ad2,TC18,7,1.8,0.5,0.75,150,2,4484782452262594.5,40.11,198903.36,11874.67,10140,False,True
tcal_e7_slm16_to05_tc075_mh90_ad0,TC18,7,1.6,0.5,0.75,90,0,6.116397519996278e+16,27.45,198816.26,10923.48,10140,True,True
tcal_e7_slm16_to07_tc075_mh240_ad1,TC18,7,1.6,0.7,0.75,240,1,3.891163568871324e+16,52.28,197882.46,12254.7,10140,False,False
tcal_e7_slm18_to05_tc05_mh150_ad1,TC18,7,1.8,0.5,0.5,150,1,4901879742044574.0,39.41,197835.61,12001.13,10140,True,True
tcal_e7_slm17_to05_tc075_mh150_ad2,TC18,7,1.7,0.5,0.75,150,2,1.3831705594850078e+16,40.3,196450.05,11461.04,10140,False,True
tcal_e8_slm18_to05_tc05_mh90_ad2,TC18,8,1.8,0.5,0.5,90,2,197449544848602.88,28.6,196297.69,11155.57,10140,True,True
tcal_e7_slm17_to05_tc05_mh150_ad1,TC18,7,1.7,0.5,0.5,150,1,1.5998271740605896e+16,39.9,195559.06,11574.64,10140,True,True
tcal_e7_slm16_to05_tc05_mh150_ad2,TC18,7,1.6,0.5,0.5,150,2,5.8010550427883704e+16,38.44,195441.38,11287.05,10140,True,True
tcal_e7_slm18_to05_tc075_mh150_ad1,TC18,7,1.8,0.5,0.75,150,1,3020673249515484.0,39.86,194707.79,11752.63,10140,True,True
tcal_e8_slm18_to05_tc075_mh90_ad2,TC18,8,1.8,0.5,0.75,90,2,143085910600393.2,28.69,193952.64,10985.07,10140,True,True
tcal_e8_slm17_to05_tc05_mh90_ad2,TC18,8,1.7,0.5,0.5,90,2,512900922082983.44,29.14,193552.46,11025.31,10140,True,True
tcal_e8_slm18_to05_tc05_mh90_ad1,TC18,8,1.8,0.5,0.5,90,1,150795569198060.28,28.71,192493.24,11144.33,10140,True,True
tcal_e7_slm17_to05_tc075_mh150_ad1,TC18,7,1.7,0.5,0.75,150,1,9801780782895552.0,40.15,192492.24,11332.64,10140,False,True
tcal_e7_slm16_to05_tc075_mh150_ad2,TC18,7,1.6,0.5,0.75,150,2,3.517669601625311e+16,38.61,192432.31,11050.8,10140,True,True
tcal_e7_slm16_to05_tc05_mh150_ad1,TC18,7,1.6,0.5,0.5,150,1,3.9490550928137256e+16,38.27,191528.16,11115.54,10140,True,True
tcal_e8_slm17_to05_tc075_mh90_ad2,TC18,8,1.7,0.5,0.75,90,2,363953965241959.0,29.31,191237.91,10857.31,10140,True,True
tcal_e8_slm18_to05_tc05_mh60_ad0,TC18,8,1.8,0.5,0.5,60,0,42006369183381.45,23.68,190457.78,9701.95,10140,True,True
tcal_e7_slm18_to07_tc05_mh90_ad0,TC18,7,1.8,0.7,0.5,90,0,903587324574813.2,27.39,190231.68,10371.78,10140,True,True
tcal_e8_slm18_to05_tc075_mh90_ad1,TC18,8,1.8,0.5,0.75,90,1,106896054963331.05,28.78,190145.44,10974.33,10140,True,True
tcal_e8_slm17_to05_tc05_mh90_ad1,TC18,8,1.7,0.5,0.5,90,1,404281690539092.6,28.91,190032.64,10953.2,10140,True,True
tcal_e8_slm18_to05_tc075_mh60_ad0,TC18,8,1.8,0.5,0.75,60,0,34660544248105.36,23.71,189080.24,9628.95,10140,True,True
tcal_e8_slm17_to05_tc05_mh60_ad0,TC18,8,1.7,0.5,0.5,60,0,117430391821309.81,24.2,188715.81,9676.59,10140,True,True
tcal_e8_slm16_to05_tc05_mh90_ad2,TC18,8,1.6,0.5,0.5,90,2,1002532827696029.8,33.54,188616.56,10647.04,10140,True,True
tcal_e7_slm16_to05_tc075_mh150_ad1,TC18,7,1.6,0.5,0.75,150,1,2.3466237712284036e+16,38.56,188526.84,10880.54,10140,True,True
tcal_e8_slm16_to05_tc05_mh60_ad0,TC18,8,1.6,0.5,0.5,60,0,380420449530342.4,24.26,188215.7,9526.44,10140,True,True
tcal_e7_slm18_to07_tc075_mh90_ad0,TC18,7,1.8,0.7,0.75,90,0,660399014625665.4,27.54,188118.65,10226.53,10140,True,True
tcal_e8_slm17_to05_tc075_mh90_ad1,TC18,8,1.7,0.5,0.75,90,1,291650547888720.6,28.99,187714.59,10785.7,10140,True,True
tcal_e7_slm18_to07_tc05_mh150_ad2,TC18,7,1.8,0.7,0.5,150,2,905095020239646.0,41.62,187499.67,11476.88,10140,False,True
tcal_e8_slm17_to05_tc075_mh60_ad0,TC18,8,1.7,0.5,0.75,60,0,95061931940733.36,24.23,187352.27,9603.84,10140,True,True
tcal_e8_slm16_to05_tc075_mh60_ad0,TC18,8,1.6,0.5,0.75,60,0,308254774504822.56,24.29,186869.16,9455.19,10140,True,True
tcal_e7_slm17_to07_tc05_mh90_ad0,TC18,7,1.7,0.7,0.5,90,0,1948699164604908.5,27.72,186539.22,9876.28,10140,True,True
tcal_e8_slm16_to05_tc075_mh90_ad2,TC18,8,1.6,0.5,0.75,90,2,697565205326707.5,33.7,186337.76,10482.29,10140,True,True
tcal_e7_slm16_to07_tc05_mh90_ad0,TC18,7,1.6,0.7,0.5,90,0,7588354991402207.0,29.11,185908.42,9839.61,10140,True,True
tcal_e8_slm16_to05_tc05_mh90_ad1,TC18,8,1.6,0.5,0.5,90,1,778345175081969.6,33.5,185434.56,10433.4,10140,True,True
tcal_e7_slm17_to07_tc075_mh90_ad0,TC18,7,1.7,0.7,0.75,90,0,1403026269465795.5,27.78,184455.69,9732.28,10140,True,True
tcal_e7_slm18_to07_tc075_mh150_ad2,TC18,7,1.8,0.7,0.75,150,2,570930890107356.4,41.77,184452.6,11232.38,10140,False,True
tcal_e7_slm18_to07_tc05_mh150_ad1,TC18,7,1.8,0.7,0.5,150,1,664099393297835.1,41.52,183944.9,11412.87,10140,False,True
tcal_e7_slm16_to07_tc075_mh90_ad0,TC18,7,1.6,0.7,0.75,90,0,5364204442137658.0,29.17,183850.14,9698.36,10140,True,True
tcal_e8_slm16_to05_tc075_mh90_ad1,TC18,8,1.6,0.5,0.75,90,1,552575511060022.5,33.68,183153.76,10270.9,10140,True,True
tcal_e7_slm17_to07_tc05_mh150_ad2,TC18,7,1.7,0.7,0.5,150,2,1576087607451273.5,41.36,182392.41,10593.26,10140,False,True
tcal_e7_slm18_to07_tc075_mh150_ad1,TC18,7,1.8,0.7,0.75,150,1,423191705373396.6,41.64,180901.61,11168.37,10140,False,True
tcal_e7_slm16_to07_tc05_mh150_ad2,TC18,7,1.6,0.7,0.5,150,2,4962239115178355.0,40.83,180255.58,10808.96,10140,False,True
tcal_e8_slm18_to07_tc05_mh90_ad2,TC18,8,1.8,0.7,0.5,90,2,26952406413760.71,30.5,179975.86,10044.26,10140,True,True
tcal_e7_slm17_to07_tc075_mh150_ad2,TC18,7,1.7,0.7,0.75,150,2,973956096906047.1,41.48,179414.84,10356.01,10140,False,True
tcal_e7_slm17_to07_tc05_mh150_ad1,TC18,7,1.7,0.7,0.5,150,1,1124600804106513.2,41.31,178432.33,10590.95,10140,False,True
tcal_e8_slm18_to07_tc075_mh90_ad2,TC18,8,1.8,0.7,0.75,90,2,19909723456939.59,30.58,177703.56,9879.76,10140,True,True
tcal_e7_slm16_to07_tc075_mh150_ad2,TC18,7,1.6,0.7,0.75,150,2,3057457747102785.0,41.15,177336.76,10575.46,10140,False,True
tcal_e7_slm16_to07_tc05_mh150_ad1,TC18,7,1.6,0.7,0.5,150,1,3807825235024074.5,41.16,177211.11,10686.45,10140,False,True
tcal_e8_slm18_to07_tc05_mh90_ad1,TC18,8,1.8,0.7,0.5,90,1,19728829679321.29,29.78,175720.19,9859.48,10140,True,True
tcal_e7_slm17_to07_tc075_mh150_ad1,TC18,7,1.7,0.7,0.75,150,1,706236306373378.2,41.53,175458.54,10353.95,10140,False,True
tcal_e8_slm17_to07_tc05_mh90_ad2,TC18,8,1.7,0.7,0.5,90,2,43564541933553.7,30.28,175215.96,9321.55,10140,True,True
tcal_e7_slm16_to07_tc075_mh150_ad1,TC18,7,1.6,0.7,0.75,150,1,2295958362477960.5,41.67,174298.57,10454.2,10140,False,True
tcal_e8_slm18_to07_tc05_mh60_ad0,TC18,8,1.8,0.7,0.5,60,0,4860845707128.25,23.85,173483.5,8417.1,10140,True,True
tcal_e8_slm18_to07_tc075_mh90_ad1,TC18,8,1.8,0.7,0.75,90,1,14429545362546.29,29.85,173443.17,9692.98,10140,True,True
tcal_e8_slm16_to07_tc05_mh90_ad2,TC18,8,1.6,0.7,0.5,90,2,115341632547213.48,33.3,173018.96,9558.84,10140,True,True
tcal_e8_slm17_to07_tc075_mh90_ad2,TC18,8,1.7,0.7,0.75,90,2,32361813518637.14,30.34,172976.41,9159.55,10140,True,True
tcal_e8_slm16_to07_tc05_mh60_ad0,TC18,8,1.6,0.7,0.5,60,0,39387745313735.26,24.85,172182.78,8411.4,10140,True,True
tcal_e8_slm18_to07_tc075_mh60_ad0,TC18,8,1.8,0.7,0.75,60,0,4050786998063.87,24.24,172167.99,8349.35,10140,True,True
tcal_e8_slm17_to07_tc05_mh60_ad0,TC18,8,1.7,0.7,0.5,60,0,12027328955012.72,24.24,171789.74,8316.68,10140,True,True
tcal_e7_slm18_to05_tc05_mh90_ad2,TC18,7,1.8,0.5,0.5,90,2,194682943123476.88,28.44,171566.3,9684.91,10140,True,True
tcal_e8_slm16_to07_tc075_mh60_ad0,TC18,8,1.6,0.7,0.75,60,0,32748506431250.79,24.89,170893.52,8345.65,10140,True,True
tcal_e8_slm16_to07_tc075_mh90_ad2,TC18,8,1.6,0.7,0.75,90,2,83250068685929.61,33.45,170810.66,9398.34,10140,True,True
tcal_e8_slm17_to07_tc05_mh90_ad1,TC18,8,1.7,0.7,0.5,90,1,31601106166254.24,29.73,170617.59,9125.59,10140,True,True
tcal_e8_slm17_to07_tc075_mh60_ad0,TC18,8,1.7,0.7,0.75,60,0,9917130336147.88,24.27,170486.48,8248.93,10140,True,True
tcal_e7_slm18_to05_tc075_mh90_ad2,TC18,7,1.8,0.5,0.75,90,2,141153368063224.72,28.51,169511.5,9536.16,10140,True,True
tcal_e8_slm16_to07_tc05_mh90_ad1,TC18,8,1.6,0.7,0.5,90,1,88095577764718.45,33.19,169505.72,9239.9,10140,True,True
tcal_e7_slm17_to05_tc05_mh90_ad2,TC18,7,1.7,0.5,0.5,90,2,521454093921578.25,29.01,169170.79,9473.17,10140,True,True
tcal_e8_slm17_to07_tc075_mh90_ad1,TC18,8,1.7,0.7,0.75,90,1,22252961958916.6,29.81,168373.82,8961.84,10140,True,True
tcal_e7_slm18_to05_tc05_mh90_ad1,TC18,7,1.8,0.5,0.5,90,1,149094547880679.78,28.57,168220.28,9633.23,10140,True,True
tcal_e8_slm16_to07_tc075_mh90_ad1,TC18,8,1.6,0.7,0.75,90,1,63936079950127.27,33.37,167295.2,9079.15,10140,True,True
tcal_e7_slm17_to05_tc075_mh90_ad2,TC18,7,1.7,0.5,0.75,90,2,369096312192048.5,29.09,167142.74,9326.67,10140,True,True
tcal_e7_slm18_to05_tc05_mh60_ad0,TC18,7,1.8,0.5,0.5,60,0,43283487354037.38,23.38,166765.07,8380.07,10140,True,True
tcal_e7_slm18_to05_tc075_mh90_ad1,TC18,7,1.8,0.5,0.75,90,1,108867782154151.25,28.65,166161.23,9484.98,10140,True,True
tcal_e7_slm17_to05_tc05_mh90_ad1,TC18,7,1.7,0.5,0.5,90,1,405412554215756.9,29.61,166094.85,9362.54,10140,True,True
tcal_e7_slm18_to05_tc075_mh60_ad0,TC18,7,1.8,0.5,0.75,60,0,35972133522521.39,23.42,165550.82,8316.07,10140,True,True
tcal_e7_slm16_to05_tc05_mh90_ad2,TC18,7,1.6,0.5,0.5,90,2,1056037145665738.8,34.3,165159.88,9258.81,10140,True,True
tcal_e7_slm16_to05_tc05_mh60_ad0,TC18,7,1.6,0.5,0.5,60,0,417758039491630.56,24.02,165098.04,8269.39,10140,True,True
tcal_e7_slm17_to05_tc05_mh60_ad0,TC18,7,1.7,0.5,0.5,60,0,115523105825282.62,23.82,165057.72,8329.6,10140,True,True
tcal_e7_slm17_to05_tc075_mh90_ad1,TC18,7,1.7,0.5,0.75,90,1,293545036110504.56,29.78,164062.05,9216.54,10140,True,True
tcal_e7_slm16_to05_tc075_mh60_ad0,TC18,7,1.6,0.5,0.75,60,0,344013204748824.5,24.31,163909.29,8206.89,10140,True,True
tcal_e7_slm17_to05_tc075_mh60_ad0,TC18,7,1.7,0.5,0.75,60,0,96024967722581.0,23.85,163856.22,8265.85,10140,True,True
tcal_e7_slm16_to05_tc075_mh90_ad2,TC18,7,1.6,0.5,0.75,90,2,742846061474283.9,34.46,163161.33,9114.81,10140,True,True
tcal_e7_slm16_to05_tc05_mh90_ad1,TC18,7,1.6,0.5,0.5,90,1,832158494632674.1,34.33,162382.18,9032.67,10140,True,True
tcal_e7_slm16_to05_tc075_mh90_ad1,TC18,7,1.6,0.5,0.75,90,1,591230767818720.6,34.51,160379.88,8890.67,10140,True,True
tcal_e7_slm18_to07_tc05_mh90_ad2,TC18,7,1.8,0.7,0.5,90,2,24891397289533.42,30.44,157176.35,8708.52,10140,True,True
tcal_e7_slm18_to07_tc075_mh90_ad2,TC18,7,1.8,0.7,0.75,90,2,18116962835352.18,30.54,155185.8,8564.02,10140,True,True
tcal_e7_slm18_to07_tc05_mh90_ad1,TC18,7,1.8,0.7,0.5,90,1,18169589467284.03,29.78,153439.6,8580.31,10140,True,True
tcal_e7_slm17_to07_tc05_mh90_ad2,TC18,7,1.7,0.7,0.5,90,2,39270378218606.34,30.33,152771.81,8130.7,10140,True,True
tcal_e7_slm18_to07_tc05_mh60_ad0,TC18,7,1.8,0.7,0.5,60,0,4782986367479.68,24.63,151962.31,7450.03,10140,True,True
tcal_e7_slm18_to07_tc075_mh90_ad1,TC18,7,1.8,0.7,0.75,90,1,13277191706303.95,29.84,151443.83,8434.06,10140,True,True
tcal_e7_slm17_to07_tc075_mh90_ad2,TC18,7,1.7,0.7,0.75,90,2,29175534128580.79,30.44,150810.51,7988.2,10140,True,True
tcal_e7_slm18_to07_tc075_mh60_ad0,TC18,7,1.8,0.7,0.75,60,0,4072568565598.6,24.38,150807.05,7389.53,10140,True,True
tcal_e7_slm16_to07_tc05_mh90_ad2,TC18,7,1.6,0.7,0.5,90,2,93971927208064.53,34.32,150507.56,8323.23,10140,True,True
tcal_e7_slm16_to07_tc05_mh60_ad0,TC18,7,1.6,0.7,0.5,60,0,37049571066875.48,25.21,150403.07,7447.41,10140,True,True
tcal_e7_slm17_to07_tc05_mh60_ad0,TC18,7,1.7,0.7,0.5,60,0,11355062164735.41,24.68,150286.66,7358.96,10140,True,True
tcal_e7_slm16_to07_tc075_mh60_ad0,TC18,7,1.6,0.7,0.75,60,0,30654741352671.09,25.26,149271.31,7388.41,10140,True,True
tcal_e7_slm17_to07_tc075_mh60_ad0,TC18,7,1.7,0.7,0.75,60,0,9471267596322.22,24.77,149142.15,7298.46,10140,True,True
tcal_e7_slm17_to07_tc05_mh90_ad1,TC18,7,1.7,0.7,0.5,90,1,28037841339075.3,29.84,148795.76,7979.21,10140,True,True
tcal_e7_slm16_to07_tc075_mh90_ad2,TC18,7,1.6,0.7,0.75,90,2,67789091176167.41,34.47,148574.26,8181.98,10140,True,True
tcal_e7_slm16_to07_tc05_mh90_ad1,TC18,7,1.6,0.7,0.5,90,1,74189194497055.36,34.32,147620.12,8074.99,10140,True,True
tcal_e7_slm17_to07_tc075_mh90_ad1,TC18,7,1.7,0.7,0.75,90,1,20596103129165.93,29.91,146829.74,7835.21,10140,True,True
tcal_e7_slm16_to07_tc075_mh90_ad1,TC18,7,1.6,0.7,0.75,90,1,53913932618101.22,34.49,145683.6,7933.49,10140,True,True
tcal_e8_slm18_to05_tc05_mh60_ad2,TC18,8,1.8,0.5,0.5,60,2,521270270216.03,25.98,143854.25,7731.59,10140,True,True
tcal_e8_slm18_to05_tc05_mh60_ad1,TC18,8,1.8,0.5,0.5,60,1,480314706357.93,26.3,143603.39,7217.31,10140,True,True
tcal_e8_slm17_to05_tc05_mh60_ad2,TC18,8,1.7,0.5,0.5,60,2,1261078842188.6,26.36,143277.52,7777.26,10140,True,True
tcal_e8_slm17_to05_tc05_mh60_ad1,TC18,8,1.7,0.5,0.5,60,1,1200487289350.43,26.49,142876.46,7220.08,10140,True,True
tcal_e8_slm18_to05_tc075_mh60_ad2,TC18,8,1.8,0.5,0.75,60,2,433426179882.32,26.07,142608.45,7655.84,10140,True,True
tcal_e8_slm18_to05_tc075_mh60_ad1,TC18,8,1.8,0.5,0.75,60,1,404271347989.83,26.38,142374.09,7150.31,10140,True,True
tcal_e8_slm17_to05_tc075_mh60_ad2,TC18,8,1.7,0.5,0.75,60,2,1059987077642.41,26.45,142039.97,7701.51,10140,True,True
tcal_e8_slm17_to05_tc075_mh60_ad1,TC18,8,1.7,0.5,0.75,60,1,1013952937394.05,26.57,141655.91,7153.08,10140,True,True
tcal_e8_slm16_to05_tc05_mh60_ad2,TC18,8,1.6,0.5,0.5,60,2,2494955247910.09,27.99,141121.09,7491.95,10140,True,True
tcal_e8_slm16_to05_tc05_mh60_ad1,TC18,8,1.6,0.5,0.5,60,1,2342411262965.79,27.96,140751.54,6772.49,10140,True,True
tcal_e8_slm16_to05_tc075_mh60_ad2,TC18,8,1.6,0.5,0.75,60,2,2101172083534.26,28.08,139899.04,7417.2,10140,True,True
tcal_e8_slm16_to05_tc075_mh60_ad1,TC18,8,1.6,0.5,0.75,60,1,1978552558133.15,28.05,139547.99,6707.99,10140,True,True
tcal_e8_slm18_to07_tc05_mh60_ad2,TC18,8,1.8,0.7,0.5,60,2,69588426784.47,29.14,127995.82,6554.14,10140,True,True
tcal_e8_slm18_to07_tc05_mh60_ad1,TC18,8,1.8,0.7,0.5,60,1,66478689703.94,29.84,127701.26,6069.73,10140,True,True
tcal_e8_slm17_to07_tc05_mh60_ad2,TC18,8,1.7,0.7,0.5,60,2,135866142690.47,28.48,126870.5,6348.59,10140,True,True
tcal_e8_slm18_to07_tc075_mh60_ad2,TC18,8,1.8,0.7,0.75,60,2,58873073760.96,29.39,126797.27,6480.14,10140,True,True
tcal_e8_slm18_to07_tc075_mh60_ad1,TC18,8,1.8,0.7,0.75,60,1,56025239390.91,29.67,126515.24,6003.48,10140,True,True
tcal_e8_slm17_to07_tc05_mh60_ad1,TC18,8,1.7,0.7,0.5,60,1,125747962485.48,29.22,125840.55,5818.43,10140,True,True
tcal_e8_slm17_to07_tc075_mh60_ad2,TC18,8,1.7,0.7,0.75,60,2,116023386085.75,28.68,125682.2,6274.59,10140,True,True
tcal_e8_slm16_to07_tc05_mh60_ad2,TC18,8,1.6,0.7,0.5,60,2,272648547711.24,31.66,125597.73,6565.06,10140,True,True
tcal_e7_slm18_to05_tc05_mh60_ad2,TC18,7,1.8,0.5,0.5,60,2,505456080775.37,25.64,125544.0,6619.1,10140,True,True
tcal_e8_slm16_to07_tc05_mh60_ad1,TC18,8,1.6,0.7,0.5,60,1,272348942624.48,30.7,125393.05,5933.38,10140,True,True
tcal_e7_slm18_to05_tc05_mh60_ad1,TC18,7,1.8,0.5,0.5,60,1,466770518700.69,25.76,125313.01,6180.7,10140,True,True
tcal_e7_slm17_to05_tc05_mh60_ad2,TC18,7,1.7,0.5,0.5,60,2,1224994740789.1,26.07,124992.19,6628.48,10140,True,True
tcal_e8_slm17_to07_tc075_mh60_ad1,TC18,8,1.7,0.7,0.75,60,1,107787965647.93,29.1,124664.78,5752.18,10140,True,True
tcal_e7_slm17_to05_tc05_mh60_ad1,TC18,7,1.7,0.5,0.5,60,1,1155792346204.23,26.62,124638.45,6148.78,10140,True,True
tcal_e7_slm18_to05_tc075_mh60_ad2,TC18,7,1.8,0.5,0.75,60,2,423023266394.87,25.69,124449.95,6552.35,10140,True,True
tcal_e8_slm16_to07_tc075_mh60_ad2,TC18,8,1.6,0.7,0.75,60,2,230182705811.93,32.08,124425.68,6492.06,10140,True,True
tcal_e8_slm16_to07_tc075_mh60_ad1,TC18,8,1.6,0.7,0.75,60,1,226944253949.36,31.58,124235.53,5869.63,10140,True,True
tcal_e7_slm18_to05_tc075_mh60_ad1,TC18,7,1.8,0.5,0.75,60,1,398394045204.74,25.66,124231.46,6121.7,10140,True,True
tcal_e7_slm17_to05_tc075_mh60_ad2,TC18,7,1.7,0.5,0.75,60,2,1036268872231.95,26.0,123905.39,6561.73,10140,True,True
tcal_e7_slm17_to05_tc075_mh60_ad1,TC18,7,1.7,0.5,0.75,60,1,971593294985.92,26.41,123564.65,6089.78,10140,True,True
tcal_e7_slm16_to05_tc05_mh60_ad2,TC18,7,1.6,0.5,0.5,60,2,2617513951398.41,27.35,123469.58,6486.08,10140,True,True
tcal_e7_slm16_to05_tc05_mh60_ad1,TC18,7,1.6,0.5,0.5,60,1,2418659861594.54,27.16,123137.84,5866.32,10140,True,True
tcal_e7_slm16_to05_tc075_mh60_ad2,TC18,7,1.6,0.5,0.75,60,2,2139151640840.91,27.45,122395.03,6420.08,10140,True,True
tcal_e7_slm16_to05_tc075_mh60_ad1,TC18,7,1.6,0.5,0.75,60,1,2006177286583.43,27.26,122077.54,5809.32,10140,True,True
tcal_e7_slm18_to07_tc05_mh60_ad2,TC18,7,1.8,0.7,0.5,60,2,67750295166.34,30.34,112053.26,5702.03,10140,True,True
