rank,id,tick_net,m1_net,disc_m1_minus_tick,disc_pct,tick_dd_pct,m1_dd_pct,m1_net_nobonus,m1_edge_fixed,m1_closed_lots,m1_winrate,tick_nofill,slm,entries,slgap,maxhold,delay,frac,lock2,final
136,c026,-5473.59,4270.196666665695,9743.79,178.0,36.52,21.554041621013344,3948.0866666657453,480.293333333153,107.36999999999999,64.73988439306359,90,2.3,7,0.5,300,0,0.25,true,TP3
137,c031,-5473.59,17536.716666665292,23010.31,420.4,36.52,21.019561524929166,17172.576666665365,1593.6933333331326,121.38000000000002,63.58381502890174,90,2.3,7,0.5,300,12,0.25,false,TP3
138,c017,-6145.76,11947.625714285277,18093.39,294.4,39.03,18.76825507214788,11521.025714285344,1017.5714285712529,142.20000000000002,62.42774566473989,90,1.9,8,0.5,300,0,0.75,false,TP3
139,c106,-6145.76,37009.172857142024,43154.93,702.2,39.03,13.263126925572596,36495.66285714203,2551.5428571426382,171.17000000000002,63.58381502890174,90,1.9,8,0.5,300,12,0.5,true,TP3
140,c065,-6210.24,14266.65571428596,20476.9,329.7,34.3,21.480061463168244,13948.595714285848,1680.891428571289,106.01999999999995,64.16184971098265,90,2.5,8,0.5,300,12,0.5,false,TP3
141,c064,-6210.24,20145.108571428806,26355.35,424.4,34.3,18.27062376138099,19811.688571428665,2090.138571428419,111.1399999999999,65.89595375722543,90,2.5,8,0.5,300,12,0.5,true,TP3
142,c050,-6210.24,20145.108571428806,26355.35,424.4,34.3,18.27062376138099,19811.688571428665,2090.138571428419,111.1399999999999,65.89595375722543,90,2.5,8,0.5,300,12,0.75,true,TP3
143,c115,-6210.24,3161.3857142860215,9371.63,150.9,34.3,21.48426536004107,2876.1157142860466,481.2785714284473,95.09000000000005,65.3179190751445,90,2.5,8,0.5,300,0,0.75,true,TP3
144,c003,-6824.39,22819.946666667296,29644.34,434.4,39.6,19.224897153238892,22402.016666667332,1724.9633333332677,139.30999999999995,63.005780346820806,90,2.1,7,0.5,300,12,0.5,false,TP3
145,c143,-6824.39,32562.1600000006,39386.55,577.1,39.6,15.940008233603365,32110.450000000645,2234.99333333323,150.56999999999996,64.16184971098265,90,2.1,7,0.5,300,24,0.25,true,TP3
146,c132,-6852.39,2348.2700000001278,9200.66,134.3,37.62,22.682558341757623,2060.870000000162,345.5199999999895,95.80000000000007,65.3179190751445,90,2.5,7,0.5,300,0,0.25,true,TP3
147,c108,-6852.39,2302.9900000001144,9155.38,133.6,37.62,22.643571953532348,2011.9600000001756,265.4899999999834,97.01000000000006,64.16184971098265,90,2.5,7,0.5,300,0,0.75,false,TP3
148,c020,-6852.39,17873.476666666495,24725.87,360.8,37.62,21.950451977172968,17534.716666666634,1764.4499999999316,112.91999999999996,64.16184971098265,90,2.5,7,0.5,300,24,0.25,false,TP3
149,c057,-7238.93,37814.12333333533,45053.05,622.4,44.66,13.603758088387242,37218.953333335354,2001.2733333334327,198.39000000000007,63.2183908045977,90,1.7,7,0.5,300,12,0.5,true,TP3
150,c082,-7241.57,34661.54142857366,41903.11,578.6,45.12,16.233606984914566,34090.2214285736,2220.567142857137,190.44000000000005,62.06896551724138,90,1.7,8,0.5,300,12,0.75,false,TP3
