rank,id,tick_net,m1_net,disc_m1_minus_tick,disc_pct,tick_dd_pct,m1_dd_pct,m1_net_nobonus,m1_bonus,m1_edge_fixed,m1_closed_lots,m1_winrate,tick_nofill,slm,entries,slgap,maxhold,delay,frac,lock2,final,rr1,rr2,rr3,bb,rsi_buy,rsi_sell
11,c171,-1695.6,20125.66428570528,21821.26,1286.9,124.06,49.10954140964689,17221.214285705606,2904.450000000021,4496.098571426592,968.1499999999965,48.191027496382056,432,1.7,8,0.3,240,12,0.75,false,TP3,1.2,2.5,5,0.0008,80,20
12,c074,-1888.07,24184.166666658974,26072.24,1380.9,120.14,44.17539618077903,20821.6166666598,3362.5499999999693,3490.8999999986117,1120.8499999999967,49.283154121863795,455,1.7,7,0.3,180,12,0.75,false,TP3,1.2,2.5,5,0.0006,75,25
13,c193,-2093.65,36895.48999998371,38989.14,1862.3,97.23,36.738742182419685,33534.61999998312,3360.8699999999812,5012.719999997193,1120.290000000007,52.723735408560316,426,1.9,6,0.3,240,24,0.5,true,TP3,1,2,4,0.0008,70,30
14,c016,-3044.88,12362.53000001175,15407.41,506.0,98.41,45.214324851284466,9979.150000010757,2383.3799999999997,2268.4400000004534,794.4600000000069,53.111432706222864,431,2.1,6,0.7,240,12,0.25,false,TP3,1,2,4,0.0008,100,0
15,c163,-3419.71,32707.23666667119,36126.95,1056.4,86.03,39.82245408941421,29974.716666672808,2732.52,6870.366666666472,910.8399999999973,53.71863799283154,456,2.3,7,0.7,300,24,0.75,false,TP3,1,2,4,0.0006,100,0
16,c151,-3600.67,18287.154285710232,21887.82,607.9,106.64,40.37036736333617,16125.234285710358,2161.920000000049,3144.7871428561484,720.639999999996,55.63811188811189,467,2.5,8,0.3,180,12,0.5,false,TP3,1.2,2.5,5,0.0004,80,20
17,c099,-3846.41,50959.93000000827,54806.34,1424.9,118.62,33.95487075835084,47903.08000000805,3056.8499999999894,6232.150000001457,1018.9500000000095,54.41389290882779,432,2.3,6,0.7,240,24,0.5,true,TP3,1.2,2.5,5,0.0008,100,0
18,c145,-3948.02,-26067.975714286087,-22119.96,-560.3,89.98,55.211485804484816,-27697.725714286207,1629.7500000000337,-6409.78142857163,543.2500000000053,56.15114235500879,463,2.3,8,0.3,300,0,0.25,true,TP3,1,2.5,4,0.0004,70,30
19,c013,-4336.46,69184.51000001079,73520.97,1695.4,122.75,33.744752013403456,65429.110000010514,3755.4000000000133,7420.64000000176,1251.8000000000109,54.81189851268592,467,2.3,6,0.7,240,24,0.75,true,TP3,1.2,2.5,5,0.0004,75,25
20,c019,-4587.63,-29091.86333333262,-24504.23,-534.1,89.21,61.25996738876069,-30651.953333331618,1560.090000000037,-6682.610000002307,520.0299999999771,55.1528384279476,466,2.3,7,0.3,300,0,0.25,false,TP3,1,2,3,0.0004,80,20
21,c088,-4623.72,-28082.270000003555,-23458.55,-507.4,124.12,65.01293749192479,-29970.680000002933,1888.4099999999858,-4715.940000000643,629.469999999999,50.602409638554214,431,1.7,7,0.5,240,0,0.25,true,TP3,1.2,2.5,5,0.0008,75,25
22,c184,-4639.33,46387.479999997784,51026.81,1099.9,94.04,26.076629575205327,43465.86999999854,2921.609999999997,8021.1899999970265,973.8700000000005,57.809694793536806,455,2.5,7,0.3,300,24,0.5,true,TP3,1,2,4,0.0006,75,25
23,c055,-4640.14,-28737.020000007342,-24096.88,-519.3,82.7,61.136749107840316,-30703.190000007133,1966.1699999999764,-5198.496666669773,655.3899999999963,52.45829675153644,462,1.9,7,0.5,300,0,0.25,false,TP3,1,2,3,0.0004,70,30
24,c041,-4694.73,-25832.580000001435,-21137.85,-450.2,90.29,55.7269433475047,-27328.710000002513,1496.1299999999899,-5525.0000000004875,498.71000000001203,55.455365193868346,451,2.5,6,0.3,300,0,0.5,false,TP3,1,2,4,0.0006,70,30
25,c012,-4777.65,34339.14333333347,39116.79,818.7,94.95,36.52392224076827,31813.563333334954,2525.5800000000113,6334.0399999972215,841.8599999999948,54.22501207146306,431,2.3,7,0.3,240,24,0.25,true,TP3,1,2.5,4,0.0008,80,20
26,c069,-4900.32,15022.833333335671,19923.15,406.6,80.0,31.218083637338616,12554.283333336532,2468.5500000000047,3726.8766666654483,822.8499999999968,56.37065637065637,430,2.3,7,0.5,300,24,0.5,true,TP3,0.8,1.5,3,0.0008,80,20
27,c177,-5421.99,30783.84999999586,36205.84,667.8,94.82,30.56743634673963,28064.229999994965,2719.6199999999935,4663.999999999316,906.5400000000058,57.249889819303654,463,2.5,6,0.3,300,12,0.75,true,TP3,1,2.5,4,0.0004,70,30
28,c048,-5674.35,-7509.9442857176255,-1835.59,-32.3,85.01,43.058131463659166,-9195.344285717496,1685.4000000000367,-658.804285715094,561.799999999998,56.20437956204379,425,2.5,8,0.3,240,12,0.5,false,TP3,0.8,1.5,3,0.0008,70,30
29,c037,-5745.94,20054.65000000551,25800.59,449.0,96.59,23.53100416086817,17381.200000004057,2673.449999999983,2624.3400000010224,891.1499999999997,59.446397188049204,462,2.5,6,0.7,240,12,0.5,true,TP3,0.8,1.5,3,0.0004,70,30
30,c101,-6244.19,-28423.089999999396,-22178.9,-355.2,121.83,67.77622717810594,-30251.23000000041,1828.1400000000076,-4063.0000000006476,609.3800000000012,50.43310875842156,431,1.7,6,0.7,180,0,0.25,false,TP3,1.2,2.5,5,0.0008,100,0
31,c090,-6323.71,-28465.809999999434,-22142.1,-350.1,82.59,59.60846506098425,-29826.790000000037,1360.9800000000266,-9149.02142857368,453.660000000008,58.828828828828826,450,2.5,8,0.5,300,0,0.75,true,TP3,0.8,1.5,3,0.0006,70,30
32,c015,-6351.42,46905.4933333466,53256.91,838.5,100.61,36.391754590632445,43537.543333347334,3367.9499999999844,6761.34000000175,1122.6500000000035,53.294223826714806,451,2.1,7,0.7,240,24,0.25,true,TP3,1,2.5,4,0.0006,70,30
33,c136,-6430.96,5711.520000000666,12142.48,188.8,82.61,37.748040189331064,3534.749999999929,2176.76999999999,1152.189999998678,725.5899999999904,56.38670166229222,466,2.5,7,0.5,240,12,0.25,false,TP2,1.2,2.5,5,0.0004,80,20
34,c053,-6728.87,-4645.699999998513,2083.17,31.0,60.67,40.213584001652116,-6623.479999998599,1977.779999999979,-709.2566666660714,659.2599999999958,58.355205599300085,466,2.5,7,0.7,240,12,0.5,true,TP2,1,2,4,0.0004,80,20
35,c046,-6827.16,-1767.3000000026077,5059.86,74.1,96.6,41.53744718123675,-3831.840000003959,2064.539999999993,-64.41000000065105,688.1800000000052,56.730769230769226,466,2.5,6,0.3,240,12,0.25,false,TP3,0.8,1.5,3,0.0004,100,0
36,c196,-7094.86,21324.81999999433,28419.68,400.6,77.98,34.726787569069934,18107.769999993558,3217.049999999991,3641.4099999990285,1072.3500000000063,54.55421686746988,430,1.9,6,0.7,300,24,0.25,true,TP3,0.8,1.5,3,0.0008,80,20
37,c092,-7104.52,8267.524285717605,15372.04,216.4,93.26,41.72171611882996,6241.32428571781,2026.2000000000492,4112.844285715022,675.3999999999924,55.84415584415584,456,2.5,8,0.7,300,12,0.25,false,TP3,1,2.5,4,0.0006,100,0
38,c182,-7141.93,-30802.406666670497,-23660.48,-331.3,102.58,64.95425324529181,-33074.99666666993,2272.5900000000156,-4856.323333334149,757.529999999999,51.72263410379415,467,1.7,7,0.5,300,0,0.5,true,TP3,1,2,4,0.0004,80,20
39,c098,-7178.94,-29099.323333341395,-21920.38,-305.3,94.54,61.57802213793989,-31078.39333334093,1979.069999999976,-6350.340000003547,659.6899999999957,54.90196078431373,466,1.9,7,0.3,240,0,0.5,true,TP3,0.8,1.5,3,0.0004,100,0
40,c155,-7308.73,-29284.45999999741,-21975.73,-300.7,102.68,61.938362700679505,-30626.329999998277,1341.8699999999874,-6546.519999999531,447.29000000001014,54.735308402136965,426,2.3,6,0.5,240,0,0.5,false,TP3,1,2,4,0.0008,70,30
41,c022,-7655.29,52402.394285713424,60057.68,784.5,125.29,42.26106028622255,48350.77428571354,4051.620000000027,7063.575714285267,1350.5400000000018,50.313555233960436,430,1.7,8,0.7,180,24,0.5,true,TP3,1.2,2.5,5,0.0008,75,25
42,c045,-7829.73,4296.520000008102,12126.25,154.9,98.02,46.01448116801791,1765.1500000084993,2531.369999999987,1859.7466666671098,843.7899999999971,53.82922535211267,462,2.1,7,0.5,240,12,0.5,false,TP3,1,2,3,0.0004,70,30
43,c063,-7902.62,4965.270000007404,12867.89,162.8,81.02,41.2508707832364,2571.510000006411,2393.7600000000198,1087.1800000016447,797.9200000000043,56.073943661971825,462,2.3,6,0.7,240,12,0.25,false,TP2,1,2.5,4,0.0004,70,30
44,c156,-7949.69,-30806.749999998556,-22857.06,-287.5,51.54,63.681115554499414,-32238.049999999992,1431.2999999999784,-7957.449999999939,477.1000000000115,58.39160839160839,465,2.5,6,0.5,300,0,0.75,false,TP2,1,2,4,0.0004,75,25
45,c018,-7968.69,-5630.703333328813,2337.99,29.3,90.04,47.394489225316605,-7752.15333332759,2121.4499999999985,206.82999999900494,707.149999999996,53.43065693430656,425,2.1,7,0.3,240,12,0.75,false,TP3,0.8,1.5,3,0.0008,70,30
46,c167,-8009.81,11526.470000009846,19536.28,243.9,98.68,43.97119940505018,8953.160000008316,2573.3100000000013,2313.279999999744,857.7700000000046,52.84625728372927,455,2.1,6,0.5,240,12,0.5,false,TP3,1,2,4,0.0006,75,25
47,c000,-8053.51,32965.9728571539,41019.48,509.3,103.15,32.96441936903821,29856.142857153685,3109.83000000003,6804.44999999943,1036.6099999999972,54.76936856247201,455,2.1,8,0.5,240,24,0.5,true,TP3,1,2,4,0.0006,75,25
48,c147,-8207.47,9218.986666654804,17426.46,212.3,104.93,43.99728808265394,6457.546666655328,2761.439999999993,2080.3333333296832,920.4799999999944,52.304250559284114,456,1.9,7,0.3,180,12,0.25,false,TP3,1,2,4,0.0006,100,0
49,c140,-8420.85,-22891.74857142534,-14470.9,-171.8,117.05,51.5017748140689,-24422.7385714259,1530.9900000000325,-8286.06571428488,510.3300000000064,56.51984300043611,468,2.5,8,0.7,240,0,0.25,true,TP3,1.2,2.5,5,0.0004,80,20
50,c096,-8693.75,-3391.176666669111,5302.57,61.0,64.32,37.04506016189066,-5404.116666668138,2012.9399999999778,-1019.4866666698435,670.979999999996,58.5483165719283,466,2.5,7,0.3,180,12,0.5,false,TP2,1,2,3,0.0004,80,20
